GEOID,variable,est_2009,est_2010,est_2011,est_2012,est_2013,est_2014,est_2015,est_2016,est_2017,est_2018,est_2019,borough,PUMA
3603701,med_age,38.6,38.4,37.5,40.7,35.4,37,38.5,38.2,38.6,38.1,39.9,Bronx,3701
3603701,population,105102,109153,103785,104603,114884,106737,112505,108865,113242,119846,104149,Bronx,3701
3603701,poverty_total,99678,104334,99053,99038,109312,101254,107218,103677,107010,113989,97833,Bronx,3701
3603701,poverty,13331,19264,18499,16917,16925,22755,18803,18478,19793,21457,16144,Bronx,3701
3603701,hhincome,52058,50042,55119,54958,60614,54224,61716,58297,53986,54621,61248,Bronx,3701
3603701,occupied_owner_0.5less,9624,9220,7632,9423,9356,8394,7427,8531,8439,10885,8097,Bronx,3701
3603701,occupied_owner_0.51_1,4316,3300,3489,4063,4136,3181,3938,4571,4097,4775,3339,Bronx,3701
3603701,occupied_owner_1.01_1.5,292,105,97,148,238,435,213,255,50,123,89,Bronx,3701
3603701,occupied_owner_1.51_2,65,183,0,134,315,192,513,0,123,86,221,Bronx,3701
3603701,occupied_owner_2plus,0,0,167,0,0,276,0,207,62,0,220,Bronx,3701
3603701,occupied_renter_0.5less,13981,13845,15027,13961,12157,15414,13805,13202,14906,12494,15980,Bronx,3701
3603701,occupied_renter_0.51_1,11948,13205,10145,10575,11571,10608,12478,12912,11206,12026,10970,Bronx,3701
3603701,occupied_renter_1.01_1.5,1397,1814,2539,1715,2404,2379,1507,1640,2823,2507,2027,Bronx,3701
3603701,occupied_renter_1.51_2,558,865,767,643,864,908,1075,793,938,1112,531,Bronx,3701
3603701,occupied_renter_2plus,129,56,161,173,544,248,384,47,332,267,1118,Bronx,3701
3603701,occupied_total,42310,42593,40024,40835,41585,42035,41340,42158,42976,44275,42592,Bronx,3701
3603701,occupied_owner,14297,12808,11385,13768,14045,12478,12091,13564,12771,15869,11966,Bronx,3701
3603701,occupied_renter,28013,29785,28639,27067,27540,29557,29249,28594,30205,28406,30626,Bronx,3701
3603701,heating_total,42310,42593,40024,40835,41585,42035,41340,42158,42976,44275,42592,Bronx,3701
3603701,heating_gas,10182,10675,10713,11874,12789,14508,14205,17630,21329,22182,21152,Bronx,3701
3603701,heating_bottled,478,415,682,730,853,678,1385,732,1038,1168,1335,Bronx,3701
3603701,heating_elect,1494,4674,1885,2867,2449,3528,2297,3408,3971,4485,5564,Bronx,3701
3603701,heating_fuel_oil,29636,25388,26386,24306,23939,21861,21879,18979,15216,14835,13171,Bronx,3701
3603701,heating_coal,0,134,47,0,185,48,0,166,49,0,0,Bronx,3701
3603701,heating_wood,0,108,0,0,0,60,0,0,0,0,0,Bronx,3701
3603701,heating_solar,0,0,0,0,0,0,0,0,0,0,0,Bronx,3701
3603701,heating_other,352,673,56,568,652,847,916,518,556,836,733,Bronx,3701
3603701,heating_none,168,526,255,490,718,505,658,725,817,769,637,Bronx,3701
3603701,med_grossrent,1078,1126,1170,1192,1257,1189,1298,1310,1385,1383,1408,Bronx,3701
3603701,med_value,336800,334000,318700,295100,275900,256900,316400,281700,330000,367400,326800,Bronx,3701
3603702,med_age,35.8,34.7,34.6,34,36.2,35.7,36.5,37.2,37.3,36.3,36.6,Bronx,3702
3603702,population,145986,137233,143486,145754,135386,134644,145536,150691,150411,135799,149128,Bronx,3702
3603702,poverty_total,143260,136957,141917,144590,133895,133346,144100,149087,148462,134473,147219,Bronx,3702
3603702,poverty,23858,29051,26668,30827,28298,25211,28452,26211,21684,26141,25208,Bronx,3702
3603702,hhincome,46165,43974,43236,41382,45633,44906,47472,51381,58773,51263,60228,Bronx,3702
3603702,occupied_owner_0.5less,12122,9755,9943,9386,10561,9306,11082,10367,10867,9646,12032,Bronx,3702
3603702,occupied_owner_0.51_1,6133,6210,6712,6511,5038,5929,6074,7442,8354,4734,6583,Bronx,3702
3603702,occupied_owner_1.01_1.5,583,535,551,490,659,1063,609,914,523,1013,583,Bronx,3702
3603702,occupied_owner_1.51_2,121,89,187,228,169,0,309,56,126,220,245,Bronx,3702
3603702,occupied_owner_2plus,0,165,12,25,33,0,153,318,0,0,262,Bronx,3702
3603702,occupied_renter_0.5less,14116,14735,13000,14003,13216,13182,11356,14643,12449,16059,14126,Bronx,3702
3603702,occupied_renter_0.51_1,12286,12173,13872,14071,13428,12937,13414,13055,13658,11934,13785,Bronx,3702
3603702,occupied_renter_1.01_1.5,1759,2279,2294,1801,2241,1200,2179,1254,1774,2423,1371,Bronx,3702
3603702,occupied_renter_1.51_2,485,911,405,700,426,1012,1147,1411,1163,721,1078,Bronx,3702
3603702,occupied_renter_2plus,199,462,332,87,425,201,998,357,113,708,269,Bronx,3702
3603702,occupied_total,47804,47314,47308,47302,46196,44830,47321,49817,49027,47458,50334,Bronx,3702
3603702,occupied_owner,18959,16754,17405,16640,16460,16298,18227,19097,19870,15613,19705,Bronx,3702
3603702,occupied_renter,28845,30560,29903,30662,29736,28532,29094,30720,29157,31845,30629,Bronx,3702
3603702,heating_total,47804,47314,47308,47302,46196,44830,47321,49817,49027,47458,50334,Bronx,3702
3603702,heating_gas,18906,17577,21567,21177,21972,22633,25215,26153,25687,26342,26801,Bronx,3702
3603702,heating_bottled,421,424,419,720,643,377,1085,1160,1931,891,1609,Bronx,3702
3603702,heating_elect,2053,2515,2189,2600,3187,4055,4852,8254,4999,8196,4840,Bronx,3702
3603702,heating_fuel_oil,25922,26260,22709,22490,19465,17213,14979,13396,15024,10339,16162,Bronx,3702
3603702,heating_coal,52,53,0,0,0,0,0,44,68,63,137,Bronx,3702
3603702,heating_wood,0,0,0,23,0,0,0,0,0,0,0,Bronx,3702
3603702,heating_solar,0,0,0,0,0,0,0,41,0,204,0,Bronx,3702
3603702,heating_other,297,274,213,148,268,263,435,291,220,657,333,Bronx,3702
3603702,heating_none,153,211,211,144,661,289,755,478,1098,766,452,Bronx,3702
3603702,med_grossrent,1046,1050,1123,1147,1206,1204,1193,1254,1382,1411,1357,Bronx,3702
3603702,med_value,419900,397700,382100,385100,399400,406800,395100,397900,429900,458000,526900,Bronx,3702
3603703,med_age,42.4,44.7,40.8,42.9,41.1,41.5,44.1,44,44.2,41.7,44.5,Bronx,3703
3603703,population,114885,109482,122886,119950,122671,121209,116042,111431,113395,119071,110883,Bronx,3703
3603703,poverty_total,112168,107189,119591,116319,118903,117222,111967,107855,109696,115581,106289,Bronx,3703
3603703,poverty,15305,17557,15093,15691,11300,12886,13219,15848,11211,14681,13744,Bronx,3703
3603703,hhincome,46412,47228,53436,51333,56059,54962,50860,59400,59522,54956,61029,Bronx,3703
3603703,occupied_owner_0.5less,15613,14069,12680,15169,11085,13473,13254,13562,15761,12395,13889,Bronx,3703
3603703,occupied_owner_0.51_1,6889,4143,7168,5320,6568,5198,6545,7827,4940,6476,7231,Bronx,3703
3603703,occupied_owner_1.01_1.5,481,347,520,795,243,738,494,441,648,259,623,Bronx,3703
3603703,occupied_owner_1.51_2,90,245,0,152,225,26,422,99,99,538,57,Bronx,3703
3603703,occupied_owner_2plus,59,52,0,0,155,92,48,64,0,0,0,Bronx,3703
3603703,occupied_renter_0.5less,14483,15655,16824,13723,16892,16907,14585,13100,13284,16134,16067,Bronx,3703
3603703,occupied_renter_0.51_1,7728,9949,8275,8799,8414,8636,9411,7666,9116,8925,7787,Bronx,3703
3603703,occupied_renter_1.01_1.5,257,475,526,450,541,1814,984,1013,800,1539,437,Bronx,3703
3603703,occupied_renter_1.51_2,267,408,0,222,399,0,1282,326,493,161,379,Bronx,3703
3603703,occupied_renter_2plus,256,114,0,0,115,166,0,231,153,37,231,Bronx,3703
3603703,occupied_total,46123,45457,45993,44630,44637,47050,47025,44329,45294,46464,46701,Bronx,3703
3603703,occupied_owner,23132,18856,20368,21436,18276,19527,20763,21993,21448,19668,21800,Bronx,3703
3603703,occupied_renter,22991,26601,25625,23194,26361,27523,26262,22336,23846,26796,24901,Bronx,3703
3603703,heating_total,46123,45457,45993,44630,44637,47050,47025,44329,45294,46464,46701,Bronx,3703
3603703,heating_gas,20032,21531,25181,23592,22159,23742,24711,27352,25762,27290,29473,Bronx,3703
3603703,heating_bottled,47,474,251,850,662,287,945,844,1042,663,1008,Bronx,3703
3603703,heating_elect,5386,5057,6811,5799,4860,7252,8140,6170,7064,7532,7485,Bronx,3703
3603703,heating_fuel_oil,19212,15940,12596,12850,15740,12770,9417,7385,7488,7386,6483,Bronx,3703
3603703,heating_coal,0,176,0,0,0,0,667,0,67,0,0,Bronx,3703
3603703,heating_wood,0,65,103,77,21,41,37,0,0,0,0,Bronx,3703
3603703,heating_solar,0,0,0,0,0,0,0,39,0,0,292,Bronx,3703
3603703,heating_other,760,1150,865,1091,706,998,999,1224,511,653,732,Bronx,3703
3603703,heating_none,686,1064,186,371,489,1960,2109,1315,3360,2940,1228,Bronx,3703
3603703,med_grossrent,964,1036,1082,979,1086,1114,1057,1196,1178,1170,1209,Bronx,3703
3603703,med_value,337700,360300,343000,366800,379800,332000,350700,341500,378600,421500,400700,Bronx,3703
3603704,med_age,40.1,35.6,37.6,35.2,36.2,35.8,36,37.7,39,38.1,38.3,Bronx,3704
3603704,population,126715,123655,121836,136275,121307,135839,133573,124632,120116,124931,125155,Bronx,3704
3603704,poverty_total,123125,121017,118042,132660,117325,131795,129821,121643,117133,121509,121133,Bronx,3704
3603704,poverty,21465,25553,24756,24435,24826,26630,30746,23842,19183,22475,17690,Bronx,3704
3603704,hhincome,47881,43614,40745,42643,43075,47910,45554,50809,48018,54423,58204,Bronx,3704
3603704,occupied_owner_0.5less,9101,8045,6698,7561,7940,7647,7309,7738,9024,7528,7823,Bronx,3704
3603704,occupied_owner_0.51_1,4487,5192,4294,4213,2947,4924,4248,4239,4911,5012,4481,Bronx,3704
3603704,occupied_owner_1.01_1.5,660,413,329,535,281,684,597,541,374,723,761,Bronx,3704
3603704,occupied_owner_1.51_2,49,0,66,84,53,263,130,160,104,83,110,Bronx,3704
3603704,occupied_owner_2plus,30,0,0,0,0,188,58,50,0,0,0,Bronx,3704
3603704,occupied_renter_0.5less,13647,12419,15074,13315,14215,13175,13173,13250,13053,13858,14638,Bronx,3704
3603704,occupied_renter_0.51_1,13767,12860,12899,14760,13026,14493,12710,14409,12638,13277,13718,Bronx,3704
3603704,occupied_renter_1.01_1.5,1846,2614,1412,2250,2813,1701,3197,1985,1975,1598,2234,Bronx,3704
3603704,occupied_renter_1.51_2,1210,1018,1101,1182,995,1422,1712,1772,902,1683,806,Bronx,3704
3603704,occupied_renter_2plus,323,268,541,382,301,425,488,332,432,459,199,Bronx,3704
3603704,occupied_total,45120,42829,42414,44282,42571,44922,43622,44476,43413,44221,44770,Bronx,3704
3603704,occupied_owner,14327,13650,11387,12393,11221,13706,12342,12728,14413,13346,13175,Bronx,3704
3603704,occupied_renter,30793,29179,31027,31889,31350,31216,31280,31748,29000,30875,31595,Bronx,3704
3603704,heating_total,45120,42829,42414,44282,42571,44922,43622,44476,43413,44221,44770,Bronx,3704
3603704,heating_gas,19509,16207,20655,19514,15959,20843,20807,23209,19944,20578,24967,Bronx,3704
3603704,heating_bottled,593,534,585,633,603,449,531,790,1135,1569,636,Bronx,3704
3603704,heating_elect,1607,1602,2226,2537,2292,2262,2594,3697,1805,3911,2451,Bronx,3704
3603704,heating_fuel_oil,22474,23821,17755,21003,22666,20535,18241,15727,18587,15927,15777,Bronx,3704
3603704,heating_coal,58,0,62,0,32,0,0,177,0,377,0,Bronx,3704
3603704,heating_wood,0,0,0,85,36,0,0,0,0,0,0,Bronx,3704
3603704,heating_solar,0,0,0,0,42,0,0,0,0,0,0,Bronx,3704
3603704,heating_other,282,287,808,244,537,398,945,412,555,621,449,Bronx,3704
3603704,heating_none,597,378,323,266,404,435,504,464,1387,1238,490,Bronx,3704
3603704,med_grossrent,1015,1047,1108,1150,1136,1226,1245,1265,1271,1349,1411,Bronx,3704
3603704,med_value,480200,433800,440200,409300,429500,429200,432300,450600,457300,494600,523700,Bronx,3704
3603705,med_age,28.2,27.9,26.9,27.6,30.6,29.4,29.3,30.3,30.4,30.3,31.3,Bronx,3705
3603705,population,149921,160651,172448,166828,168746,172247,176226,174740,188075,175456,172930,Bronx,3705
3603705,poverty_total,145816,156188,167653,162661,163682,166622,171336,169492,183182,170255,168546,Bronx,3705
3603705,poverty,56691,67963,71938,75427,68574,73675,72103,61553,65599,64114,67882,Bronx,3705
3603705,hhincome,23432,20576,22370,20587,24259,22041,24049,25812,25972,26470,23605,Bronx,3705
3603705,occupied_owner_0.5less,2354,2096,2047,2299,1236,2326,2251,2446,2007,2264,1613,Bronx,3705
3603705,occupied_owner_0.51_1,1406,1648,1507,1588,1489,1653,1803,1047,2048,717,1294,Bronx,3705
3603705,occupied_owner_1.01_1.5,92,55,300,178,146,200,480,275,177,251,227,Bronx,3705
3603705,occupied_owner_1.51_2,0,53,17,0,0,0,0,176,0,62,0,Bronx,3705
3603705,occupied_owner_2plus,66,0,0,117,382,0,41,45,66,0,99,Bronx,3705
3603705,occupied_renter_0.5less,19439,19780,17732,20135,20991,22889,21085,22161,23686,23636,24567,Bronx,3705
3603705,occupied_renter_0.51_1,23753,20818,23309,21871,21946,24798,24764,24541,27792,26988,28598,Bronx,3705
3603705,occupied_renter_1.01_1.5,2936,5112,5044,5703,4285,4389,5009,5519,4998,4808,4664,Bronx,3705
3603705,occupied_renter_1.51_2,949,1935,2007,1529,1963,827,1978,1861,1886,1526,1114,Bronx,3705
3603705,occupied_renter_2plus,351,645,624,1219,3410,474,428,635,456,756,760,Bronx,3705
3603705,occupied_total,51346,52142,52587,54639,55848,57556,57839,58706,63116,61008,62936,Bronx,3705
3603705,occupied_owner,3918,3852,3871,4182,3253,4179,4575,3989,4298,3294,3233,Bronx,3705
3603705,occupied_renter,47428,48290,48716,50457,52595,53377,53264,54717,58818,57714,59703,Bronx,3705
3603705,heating_total,51346,52142,52587,54639,55848,57556,57839,58706,63116,61008,62936,Bronx,3705
3603705,heating_gas,11824,12876,14104,18239,17724,17874,20077,22842,27362,30679,37790,Bronx,3705
3603705,heating_bottled,524,656,535,610,1343,442,698,328,1886,635,692,Bronx,3705
3603705,heating_elect,4184,5850,4999,5813,3637,5795,7544,5144,8308,7165,6402,Bronx,3705
3603705,heating_fuel_oil,34453,31568,32132,28667,31252,32161,27720,28424,23679,19314,15338,Bronx,3705
3603705,heating_coal,0,372,0,0,44,71,138,0,0,246,0,Bronx,3705
3603705,heating_wood,0,0,0,180,0,0,0,0,0,89,0,Bronx,3705
3603705,heating_solar,0,0,0,0,0,0,0,0,0,0,0,Bronx,3705
3603705,heating_other,119,351,113,493,781,378,388,1109,537,735,735,Bronx,3705
3603705,heating_none,242,469,704,637,1067,835,1274,859,1344,2145,1979,Bronx,3705
3603705,med_grossrent,814,823,873,862,918,903,947,966,1025,1046,1091,Bronx,3705
3603705,med_value,396900,403200,369000,328300,423600,364400,371500,364500,393800,442600,463400,Bronx,3705
3603706,med_age,30.7,32.4,31,32,30.9,33.3,32.3,32,30.3,33.3,31.6,Bronx,3706
3603706,population,130290,124826,117800,128117,127336,135893,129884,138899,143540,133784,151684,Bronx,3706
3603706,poverty_total,128255,122142,116455,126709,124353,134163,128301,137359,142248,132011,149019,Bronx,3706
3603706,poverty,44919,39950,36940,38091,43879,42196,42664,42626,46866,36710,33719,Bronx,3706
3603706,hhincome,29426,27215,30646,30526,29069,35495,31939,34061,35355,34349,41336,Bronx,3706
3603706,occupied_owner_0.5less,2052,1151,1966,1611,1375,1106,1057,2005,1837,1904,2070,Bronx,3706
3603706,occupied_owner_0.51_1,1477,1371,916,946,1516,869,1456,769,1149,1110,663,Bronx,3706
3603706,occupied_owner_1.01_1.5,116,44,121,0,44,146,102,160,121,111,105,Bronx,3706
3603706,occupied_owner_1.51_2,0,0,0,95,0,27,114,0,66,0,0,Bronx,3706
3603706,occupied_owner_2plus,65,128,0,0,0,0,44,0,0,107,116,Bronx,3706
3603706,occupied_renter_0.5less,16233,15170,13060,15847,15510,19075,16620,16506,12459,15438,19296,Bronx,3706
3603706,occupied_renter_0.51_1,18391,17699,16625,18259,17180,19000,19295,16918,21447,19239,18536,Bronx,3706
3603706,occupied_renter_1.01_1.5,4041,4448,4756,3969,3969,4545,3997,4564,5094,5343,5982,Bronx,3706
3603706,occupied_renter_1.51_2,991,2472,1807,1932,2382,1818,2404,4394,3178,2124,3399,Bronx,3706
3603706,occupied_renter_2plus,1111,402,195,680,1010,666,652,702,992,813,313,Bronx,3706
3603706,occupied_total,44477,NA,39446,43339,42986,47252,45741,46018,46343,NA,NA,Bronx,3706
3603706,occupied_owner,3710,NA,3003,2652,2935,2148,2773,2934,3173,NA,NA,Bronx,3706
3603706,occupied_renter,40767,NA,36443,40687,40051,45104,42968,43084,43170,NA,NA,Bronx,3706
3603706,heating_total,44477,42885,39446,43339,42986,47252,45741,46018,46343,46189,50480,Bronx,3706
3603706,heating_gas,7147,6102,5950,9308,9899,11886,11283,13965,16019,14454,16809,Bronx,3706
3603706,heating_bottled,464,248,624,582,988,797,448,579,670,1602,1078,Bronx,3706
3603706,heating_elect,1619,2389,1984,2077,2641,3564,2554,4157,4152,3402,3179,Bronx,3706
3603706,heating_fuel_oil,34584,33517,30236,30708,28547,29618,30275,25148,23216,25530,27848,Bronx,3706
3603706,heating_coal,0,0,0,0,0,0,0,0,0,0,0,Bronx,3706
3603706,heating_wood,0,0,0,39,0,0,0,0,0,0,0,Bronx,3706
3603706,heating_solar,73,0,0,106,96,34,0,0,0,0,0,Bronx,3706
3603706,heating_other,522,398,212,0,366,591,377,1167,1328,585,586,Bronx,3706
3603706,heating_none,68,231,440,519,449,762,804,1002,958,616,980,Bronx,3706
3603706,med_grossrent,974,1055,1082,1113,1119,1162,1188,1185,1257,1273,1345,Bronx,3706
3603706,med_value,310800,365700,348600,179800,223300,162000,239400,283100,186800,185800,429100,Bronx,3706
3603707,med_age,28.3,29,32.1,31.2,30.7,30.5,29.9,30.6,29.9,30.5,31.6,Bronx,3707
3603707,population,152903,135266,133352,131879,136077,132850,143996,135115,148339,139732,138209,Bronx,3707
3603707,poverty_total,149923,133927,131249,130380,134481,131852,142724,133490,146720,139005,136424,Bronx,3707
3603707,poverty,61260,53621,52920,55134,57971,59898,54615,54809,53450,50630,42802,Bronx,3707
3603707,hhincome,24234,25652,25951,21596,24261,20872,24182,26616,30166,30465,32025,Bronx,3707
3603707,occupied_owner_0.5less,1109,712,997,676,1041,668,376,922,1037,903,907,Bronx,3707
3603707,occupied_owner_0.51_1,820,500,746,453,828,645,1014,367,636,707,752,Bronx,3707
3603707,occupied_owner_1.01_1.5,0,0,65,46,0,31,169,0,40,0,39,Bronx,3707
3603707,occupied_owner_1.51_2,60,42,0,0,172,0,112,0,0,63,42,Bronx,3707
3603707,occupied_owner_2plus,122,51,0,41,0,0,18,0,0,0,109,Bronx,3707
3603707,occupied_renter_0.5less,14372,14128,15674,17036,15300,17893,16344,16687,15529,17942,16916,Bronx,3707
3603707,occupied_renter_0.51_1,21268,18481,20075,17443,21868,18025,20738,20766,18817,21649,19732,Bronx,3707
3603707,occupied_renter_1.01_1.5,4912,5226,3965,4738,2911,4129,4874,4622,6317,4675,4043,Bronx,3707
3603707,occupied_renter_1.51_2,1999,2425,2083,1981,1959,2792,2865,2461,3235,1768,2792,Bronx,3707
3603707,occupied_renter_2plus,517,988,373,959,795,516,794,829,504,950,885,Bronx,3707
3603707,occupied_total,45179,NA,43978,NA,44874,44699,47304,NA,46115,NA,46217,Bronx,3707
3603707,occupied_owner,2111,NA,1808,NA,2041,1344,1689,NA,1713,NA,1849,Bronx,3707
3603707,occupied_renter,43068,NA,42170,NA,42833,43355,45615,NA,44402,NA,44368,Bronx,3707
3603707,heating_total,NA,42553,43978,43373,44874,44699,47304,46654,46115,48657,46217,Bronx,3707
3603707,heating_gas,NA,12057,11577,11747,14917,13372,14201,12412,14401,16537,20937,Bronx,3707
3603707,heating_bottled,NA,640,491,140,668,446,661,525,1161,790,699,Bronx,3707
3603707,heating_elect,NA,2613,3411,5221,4689,4535,4133,5201,4194,4935,5490,Bronx,3707
3603707,heating_fuel_oil,NA,26557,27767,25786,23071,25295,26819,26165,24397,23026,17973,Bronx,3707
3603707,heating_coal,NA,0,0,0,0,0,0,62,0,111,0,Bronx,3707
3603707,heating_wood,NA,0,0,30,0,0,0,74,0,0,0,Bronx,3707
3603707,heating_solar,NA,0,39,0,0,0,0,30,39,0,0,Bronx,3707
3603707,heating_other,NA,275,239,160,359,333,275,811,563,949,488,Bronx,3707
3603707,heating_none,NA,411,454,289,1170,718,1215,1374,1360,2309,630,Bronx,3707
3603707,med_grossrent,930,997,970,1029,1010,1072,1101,1121,1165,1164,1223,Bronx,3707
3603707,med_value,458500,362900,434300,421500,408400,423400,342000,402600,551800,263400,436300,Bronx,3707
3603708,med_age,30.9,31.9,31,31,30.3,32.2,31.4,31.1,32.5,36.1,31.4,Bronx,3708
3603708,population,136768,146624,141627,137175,138206,141467,154296,151835,149710,136636,140906,Bronx,3708
3603708,poverty_total,134290,144888,139511,135111,136309,138967,152344,149630,148225,135271,139564,Bronx,3708
3603708,poverty,42163,50740,57290,49942,51250,51830,54947,52172,53973,43786,45176,Bronx,3708
3603708,hhincome,29451,26731,22849,26955,26387,27203,26127,31499,30900,33381,32559,Bronx,3708
3603708,occupied_owner_0.5less,2393,2291,1898,2002,1415,2430,2183,1493,2216,1947,1434,Bronx,3708
3603708,occupied_owner_0.51_1,900,933,1267,627,1231,925,1750,1244,614,374,1212,Bronx,3708
3603708,occupied_owner_1.01_1.5,181,97,437,0,77,85,38,143,277,100,157,Bronx,3708
3603708,occupied_owner_1.51_2,0,0,58,35,101,0,0,0,0,0,30,Bronx,3708
3603708,occupied_owner_2plus,62,0,0,0,331,0,43,0,52,0,48,Bronx,3708
3603708,occupied_renter_0.5less,14878,17757,16167,16639,17553,19970,19296,16530,16293,18002,17454,Bronx,3708
3603708,occupied_renter_0.51_1,19955,18568,18569,18981,19213,17595,19467,20991,22743,20241,19992,Bronx,3708
3603708,occupied_renter_1.01_1.5,4264,5032,4631,5033,2791,3581,5050,4929,4482,4048,5651,Bronx,3708
3603708,occupied_renter_1.51_2,1809,2494,2147,2063,1921,2658,2707,3666,3715,2409,2868,Bronx,3708
3603708,occupied_renter_2plus,859,957,758,1754,2725,691,1035,1196,532,2321,1219,Bronx,3708
3603708,occupied_total,45301,48129,45932,47134,47358,47935,51569,50192,50924,49442,50065,Bronx,3708
3603708,occupied_owner,3536,3321,3660,2664,3155,3440,4014,2880,3159,2421,2881,Bronx,3708
3603708,occupied_renter,41765,44808,42272,44470,44203,44495,47555,47312,47765,47021,47184,Bronx,3708
3603708,heating_total,45301,48129,45932,47134,47358,47935,51569,50192,50924,49442,50065,Bronx,3708
3603708,heating_gas,8577,10619,12336,15204,16210,16799,17229,16912,21227,17764,28346,Bronx,3708
3603708,heating_bottled,567,440,382,346,322,508,658,314,957,1504,709,Bronx,3708
3603708,heating_elect,2526,3615,3039,4329,4020,4008,3345,4645,6405,6874,5497,Bronx,3708
3603708,heating_fuel_oil,32934,31984,29399,25834,24905,25071,29232,26267,20546,20247,14438,Bronx,3708
3603708,heating_coal,0,0,0,0,0,0,0,0,0,0,0,Bronx,3708
3603708,heating_wood,0,0,0,75,98,0,0,31,0,0,0,Bronx,3708
3603708,heating_solar,0,0,0,0,0,0,0,0,0,58,0,Bronx,3708
3603708,heating_other,461,594,377,628,932,743,253,505,466,821,249,Bronx,3708
3603708,heating_none,236,877,399,718,871,806,852,1518,1323,2174,826,Bronx,3708
3603708,med_grossrent,901,954,975,988,1078,1045,1089,1109,1121,1170,1169,Bronx,3708
3603708,med_value,297600,102700,376400,226200,295200,NA,231100,280000,123100,283200,303800,Bronx,3708
3603709,med_age,33.8,32.7,33.3,33.7,35.9,35.3,34.4,32.8,34.9,33.9,36.4,Bronx,3709
3603709,population,182737,182977,182740,179541,191175,190126,178301,193240,187975,182874,178339,Bronx,3709
3603709,poverty_total,181137,182203,181603,178553,189880,188404,177060,192221,186269,181042,175757,Bronx,3709
3603709,poverty,50583,46261,50342,51557,58107,56123,53790,53844,45923,45183,46740,Bronx,3709
3603709,hhincome,33689,39289,35833,33781,32363,36058,36787,37456,40005,43474,43975,Bronx,3709
3603709,occupied_owner_0.5less,6781,6409,6291,7004,7928,7906,7523,7099,6603,7760,8236,Bronx,3709
3603709,occupied_owner_0.51_1,4126,4783,5240,5232,5796,4413,4202,5302,5256,5442,5833,Bronx,3709
3603709,occupied_owner_1.01_1.5,844,398,1202,517,626,733,801,728,645,614,423,Bronx,3709
3603709,occupied_owner_1.51_2,153,0,97,151,117,283,46,324,242,0,174,Bronx,3709
3603709,occupied_owner_2plus,0,175,139,81,132,0,42,421,87,91,0,Bronx,3709
3603709,occupied_renter_0.5less,22052,20168,20634,21671,23505,22385,21448,19088,20437,22579,23435,Bronx,3709
3603709,occupied_renter_0.51_1,23375,24787,20210,20744,22952,22753,21266,22919,23971,22081,22033,Bronx,3709
3603709,occupied_renter_1.01_1.5,4662,4080,3807,3857,2737,3298,3928,4235,4246,3935,3320,Bronx,3709
3603709,occupied_renter_1.51_2,1142,1000,2663,1659,1731,2008,2061,2409,1765,1567,1032,Bronx,3709
3603709,occupied_renter_2plus,301,221,1053,442,389,232,806,908,679,1281,976,Bronx,3709
3603709,occupied_total,63436,62021,61336,61358,65913,64011,62123,63433,63931,65350,65462,Bronx,3709
3603709,occupied_owner,11904,11765,12969,12985,14599,13335,12614,13874,12833,13907,14666,Bronx,3709
3603709,occupied_renter,51532,50256,48367,48373,51314,50676,49509,49559,51098,51443,50796,Bronx,3709
3603709,heating_total,63436,62021,61336,61358,65913,64011,62123,63433,63931,65350,65462,Bronx,3709
3603709,heating_gas,23628,23921,26584,24833,27200,25713,26127,27583,27199,32259,32043,Bronx,3709
3603709,heating_bottled,738,732,1047,1090,850,827,1109,801,1280,817,915,Bronx,3709
3603709,heating_elect,2822,5314,3997,4218,5856,4120,5814,6964,7254,6134,5395,Bronx,3709
3603709,heating_fuel_oil,34900,30402,28109,29010,30805,31156,27051,24674,24809,23771,25097,Bronx,3709
3603709,heating_coal,0,226,222,97,60,25,0,0,0,320,256,Bronx,3709
3603709,heating_wood,0,76,0,0,0,55,0,0,0,0,0,Bronx,3709
3603709,heating_solar,0,0,0,0,0,60,0,0,0,127,0,Bronx,3709
3603709,heating_other,351,898,710,642,521,465,951,824,1318,519,251,Bronx,3709
3603709,heating_none,997,452,667,1468,621,1590,1071,2587,2071,1403,1505,Bronx,3709
3603709,med_grossrent,933,976,1061,1019,1045,1101,1115,1152,1160,1197,1265,Bronx,3709
3603709,med_value,385900,412700,362500,328200,361100,356000,349600,372000,387700,441700,518100,Bronx,3709
3603710,med_age,28.7,29.5,28.4,27.8,29.2,29,30.8,29.8,32.3,30.6,33.1,Bronx,3710
3603710,population,151980,156790,152042,158351,162945,167147,165085,166272,156357,164003,146824,Bronx,3710
3603710,poverty_total,137569,142553,142186,148257,151247,157767,155541,157047,146433,154858,138758,Bronx,3710
3603710,poverty,57254,58624,57693,68360,64847,70984,62838,57994,64702,58309,54921,Bronx,3710
3603710,hhincome,19237,20844,21146,19122,23083,21116,24408,27312,20966,25729,25074,Bronx,3710
3603710,occupied_owner_0.5less,1366,1578,1597,1727,1912,1349,1700,1799,1977,1773,2924,Bronx,3710
3603710,occupied_owner_0.51_1,1372,1696,1101,1186,1076,1463,1786,1852,692,2371,1517,Bronx,3710
3603710,occupied_owner_1.01_1.5,99,59,142,267,134,86,271,200,150,301,299,Bronx,3710
3603710,occupied_owner_1.51_2,0,104,120,0,0,43,0,55,0,0,0,Bronx,3710
3603710,occupied_owner_2plus,0,51,0,0,46,0,0,28,0,203,0,Bronx,3710
