boro,bctcb2010,cenblock10,comp2010ap,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,filed,approved,permitted,withdrawn,inactive,cenunits10,total
Queens,40922003001.0,360810922003001,,,,,,,,,,,,,,,,,,8,8
Queens,40925003001.0,360810925003001,,,,,,,,-1.0,,3.0,,,,,,,,69,71
Queens,40928003001.0,360810928003001,1.0,1.0,,,,,,,,,,,,,,,-1.0,44,45
Queens,40934013001.0,360810934013001,,,,,,,,,,,,,,0.0,,,,42,42
Queens,40934023001.0,360810934023001,,,,,,,,,,,,-1.0,,,,,,58,57
Queens,40939003001.0,360810939003001,,,,,,,,-1.0,2.0,,,,,,,,0.0,22,23
Queens,40954003001.0,360810954003001,,,,,,,,,,,,0.0,,,,,,19,19
Queens,40973003001.0,360810973003001,,,,,0.0,,,,,,,,,,0.0,,0.0,39,39
Queens,40991003001.0,360810991003001,,,,,,,,,,,,,,,,,,0,0
Queens,40997013001.0,360810997013001,,,,,,,,,,,,,,,,,,92,92
Queens,40998013001.0,360810998013001,,,8.0,,,,,,,,,,,,,,,96,104
Queens,41017003001.0,360811017003001,,,,,,,,,,,,,,,,,0.0,13,13
Queens,41032013001.0,360811032013001,,,,,,,,,,,,,,,,,,39,39
Queens,41032023001.0,360811032023001,,,,,,,,,,,,,,,,,,194,194
Queens,41033003001.0,360811033003001,,,,,,,,,,,,,,,,,,25,25
Queens,41047003001.0,360811047003001,,,,,,,,,,,,,,,,,1.0,154,154
Queens,41059003001.0,360811059003001,,,,,,,,,,,,,,0.0,,0.0,0.0,30,30
Queens,41085003001.0,360811085003001,,,,,,,,,,,,,,,,,,34,34
Queens,41097003001.0,360811097003001,,,,,,,,,,,,,,,,,,0,0
Queens,41099003001.0,360811099003001,,,,,,,,,,,,,,,,,,104,104
Queens,41113003001.0,360811113003001,,,,,,,,,,,,,,,,,,22,22
Queens,41129003001.0,360811129003001,,2.0,,,,-1.0,,2.0,,,,,,,1.0,,,72,73
Queens,41139003001.0,360811139003001,,,,,,,,,,,,,,,,,,42,42
Queens,41157003001.0,360811157003001,,,,,,,,,,,,,0.0,,,,0.0,23,23
Queens,41159003001.0,360811159003001,,,,,,,,,,,,,,,2.0,,,118,118
Queens,41171003001.0,360811171003001,,,,,,,,,,,,,,,,,0.0,0,0
Queens,41175003001.0,360811175003001,,,,,,,,,,,-1.0,,,,6.0,,1.0,76,75
Queens,41215003001.0,360811215003001,,,,,,0.0,2.0,,,,,,,,,,0.0,77,79
Queens,41223003001.0,360811223003001,0.0,0.0,,,,,0.0,,0.0,,,,,,0.0,0.0,0.0,25,25
Queens,41227013001.0,360811227013001,,,22.0,8.0,,,,,,,1.0,,,,,,,183,214
Queens,41241003001.0,360811241003001,1.0,1.0,,,,,1.0,,,,,,,,,,,35,37
Queens,41247003001.0,360811247003001,,,0.0,,,,,,0.0,,0.0,,,,,,,28,28
Queens,41257003001.0,360811257003001,0.0,0.0,,1.0,,,,,,,,1.0,0.0,1.0,,,,38,40
Queens,41267003001.0,360811267003001,,,,,,,,1.0,,,,0.0,,,,0.0,,36,37
Queens,41277003001.0,360811277003001,,,1.0,,,,-1.0,,,-1.0,,,,,2.0,,0.0,11,10
Queens,41291023001.0,360811291023001,,,,,,,,,,,,,,,,,,24,24
Queens,41291033001.0,360811291033001,,,,,,,,,,,0.0,,,,0.0,,0.0,27,27
Queens,41291043001.0,360811291043001,,,,,,,,,,,,,,,,,,62,62
Queens,41333003001.0,360811333003001,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,31,31
Queens,41341003001.0,360811341003001,,,,,,,,,,,,,,,,,,0,0
Queens,41347003001.0,360811347003001,,,,,,,,,,,,,,,,,,137,137
Queens,41367003001.0,360811367003001,,,,,,,,,,,,,,,,,,130,130
Queens,41385013001.0,360811385013001,,,,,,,,,,,,,,,,,,67,67
Queens,41417003001.0,360811417003001,,,,,,,,,,,,,,,0.0,,0.0,15,15
Queens,41429003001.0,360811429003001,0.0,0.0,,,,,,,,,,,,,,,,48,48
Queens,41441003001.0,360811441003001,,,,,,,,,,,,,,,,,,143,143
Queens,41459003001.0,360811459003001,,,,,,,,,,,,,,,,,1.0,43,43
Queens,41467003001.0,360811467003001,,,,,,,,,,,0.0,,,,,,0.0,71,71
Queens,41479003001.0,360811479003001,,,0.0,,,,,,,,,,,,,,,13,13
Queens,41483003001.0,360811483003001,,,,,,,,,,,,,,,,,,6,6
Queens,41507023001.0,360811507023001,,,,,,,,,,,,,,,,,,2,2
Queens,41529013001.0,360811529013001,,,,,1.0,,,,,,,1.0,,1.0,,,,268,270
Queens,41551023001.0,360811551023001,,,,,,,,,,,,,,,,,,30,30
Queens,41571013001.0,360811571013001,,,,,,,,,,,,,,,,,,171,171
Queens,41579013001.0,360811579013001,,,,,,,,,,,,,,,,,,151,151
Queens,41579023001.0,360811579023001,,,,,,0.0,,,,,,0.0,,,,,1.0,23,23
Queens,41579033001.0,360811579033001,,,0.0,,,,,0.0,,0.0,0.0,,,,,,0.0,33,33
Queens,41617003001.0,360811617003001,,,,,,,,,,,,,,,,,,37,37
Queens,41621003001.0,360811621003001,,,,0.0,,,,,,,,,,,,,-1.0,57,57
Queens,40004003002.0,360810004003002,,,,,,,,,1.0,,,,,,,,,80,81
Queens,40007003002.0,360810007003002,,,,,,,2.0,,,,,,,,4.0,,,19,21
Queens,40012003002.0,360810012003002,1.0,1.0,,,,,,,,,,,,,,,,267,268
Queens,40014003002.0,360810014003002,,,,,,,2.0,,,,,,,,,,,100,102
Queens,40033003002.0,360810033003002,,,,,,,,,,,,0.0,,,,,,0,0
Queens,40042003002.0,360810042003002,,,,,,,,,,,,,,,,,1.0,151,151
Queens,40054003002.0,360810054003002,,,,,,,,,,,,,,,,,,57,57
Queens,40379003002.0,360810379003002,,,,,,,,,,,,,,2.0,2.0,,0.0,100,100
Queens,40394003002.0,360810394003002,,,,,,,,,,,,,,0.0,2.0,,,30,30
Queens,40399003002.0,360810399003002,0.0,8.0,16.0,14.0,-4.0,-1.0,35.0,-1.0,16.0,8.0,,,,,,,,143,226
Queens,40401003002.0,360810401003002,,4.0,,,3.0,,,,4.0,,1.0,,,,14.0,6.0,7.0,175,183
Queens,40403003002.0,360810403003002,6.0,6.0,,,,-3.0,22.0,,,,,,0.0,3.0,,8.0,-1.0,165,190
Queens,40404003002.0,360810404003002,,,,,,,,,,,,,,,,,,24,24
Queens,40409003002.0,360810409003002,,,,,,,0.0,,,0.0,,,,,,,,22,22
Queens,40414003002.0,360810414003002,,,,,,,,,,,-1.0,,,,,,,41,40
Queens,40424003002.0,360810424003002,,,,,,,,0.0,,,,,0.0,,,,,31,31
Queens,40437023002.0,360810437023002,,,,,,,,1.0,,,,0.0,0.0,,5.0,,,431,432
Queens,40440003002.0,360810440003002,,,,,,,,,,,,,,,0.0,,,35,35
Queens,40443023002.0,360810443023002,,,,,,,,1.0,,1.0,,,,,1.0,,,118,120
Queens,40462003002.0,360810462003002,,,,-2.0,,,,,,,,10.0,14.0,,,12.0,,148,156
Queens,40479003002.0,360810479003002,,,,-2.0,4.0,,,,,,,,,,,,1.0,88,90
Queens,40484003002.0,360810484003002,,,,,,,,,,1.0,-1.0,,,,,,,59,59
Queens,40485003002.0,360810485003002,,,,,,,,,,,1.0,,,,,,,224,225
Queens,40492003002.0,360810492003002,,,,0.0,,,,,,,,,,,,,,69,69
Queens,40496003002.0,360810496003002,,,,,,,,,,,,,0.0,,-1.0,0.0,,40,40
Queens,40512003002.0,360810512003002,,,,,,,,,,,,,,,,,0.0,59,59
Queens,40515003002.0,360810515003002,0.0,1.0,,,,,,,,,,,,,,,,72,72
Queens,40531003002.0,360810531003002,,,,0.0,,,,,,,,,,,,,,24,24
Queens,40540003002.0,360810540003002,,,,,,,,,,,,,,,,,,51,51
Queens,40542003002.0,360810542003002,,,,,,,,,,,,,,,,,,60,60
Queens,40545003002.0,360810545003002,,,,,,,,,,,,,,,,,0.0,98,98
Queens,40547003002.0,360810547003002,,,24.0,,,,,,,,,,,,,,5.0,136,160
Queens,40549003002.0,360810549003002,,,,,,,,,,0.0,0.0,,,,,,,192,192
Queens,40551003002.0,360810551003002,,,,,,,,,,,,,,,,,,124,124
Queens,40557003002.0,360810557003002,,,,,,,,,,,,,,,,,,185,185
Queens,40567003002.0,360810567003002,,,,,,,,,,,,,,,,,,30,30
Queens,40568003002.0,360810568003002,,,,,,,,,,,,,0.0,,,,1.0,27,27
Queens,40577003002.0,360810577003002,,,,,,,,,,,,,,,,,,108,108
Queens,40580003002.0,360810580003002,2.0,4.0,,,,,,,,,,,,,,,,85,87
Queens,40582003002.0,360810582003002,,,1.0,0.0,,,,,,,,,,,,,,32,33
Queens,40583003002.0,360810583003002,,,,,0.0,,,,,,,,10.0,,0.0,,225.0,87,87
Queens,40585003002.0,360810585003002,,,,,,,,,,,,-1.0,,,0.0,,,116,115
Queens,40589003002.0,360810589003002,,,,,,,,,,,,,0.0,,3.0,0.0,,136,136
Queens,40591003002.0,360810591003002,,,,,,,,,,,,,,,,,,140,140
Queens,40595003002.0,360810595003002,,,,,,,,,,,,,,,,,,0,0
Queens,40613013002.0,360810613013002,,,,,,,,,,,,0.0,,,,,1.0,146,146
Queens,40616013002.0,360810616013002,,,,,,,,,,,,,,,,,,22,22
Queens,40621003002.0,360810621003002,,,,,,,,,,,,,,,,,,60,60
Queens,40629003002.0,360810629003002,,,,,,,,,,,,,,,,,0.0,134,134
Queens,40638003002.0,360810638003002,,,,,,,,,,,,,,,,,,23,23
Queens,40654003002.0,360810654003002,,,,,,,,,,,,,,,,,,0,0
Queens,40656003002.0,360810656003002,,,,,,,,,,,,,,,,,0.0,40,40
Queens,40657033002.0,360810657033002,,,,,,,,,,,,0.0,,,,,,61,61
Queens,40663003002.0,360810663003002,,,,,,,,,,,,,,,,,,51,51
Queens,40664003002.0,360810664003002,,,,2.0,,,,1.0,,,,,,,,,,82,85
Queens,40665013002.0,360810665013002,,,,,,,,,,,,,,,1.0,,,137,137
Queens,40679003002.0,360810679003002,,,,1.0,,,,,,,,,,,,,,77,78
Queens,40680003002.0,360810680003002,,,,,,,,,,,,,,,,,,17,17
Queens,40687003002.0,360810687003002,,,,,,,,,,,,,,,,,,0,0
Queens,40697013002.0,360810697013002,,,,1.0,1.0,,,1.0,-6.0,,,,1.0,,61.0,4.0,,147,144
Queens,40707003002.0,360810707003002,,,,,,,,,,,,,,,,,,50,50
Queens,40711003002.0,360810711003002,,,0.0,,,,,,,,1.0,,,,,,,290,291
Queens,40713043002.0,360810713043002,,,,,,,,,,,,,,,,,,0,0
Queens,40717013002.0,360810717013002,,,,,,,,,,,,,,,,,,0,0
Queens,40739003002.0,360810739003002,,,,,,,,,,,,,,,,,,311,311
Queens,40743003002.0,360810743003002,,,,1.0,,,,,,1.0,,,,,,,,271,273
Queens,40757013002.0,360810757013002,,,,,,,,,,,,,,,0.0,,,168,168
Queens,40775003002.0,360810775003002,,,,,,,,,,,,,,,,0.0,,23,23
Queens,40779023002.0,360810779023002,,,0.0,0.0,,,,,,,,,,,,,,73,73
Queens,40779043002.0,360810779043002,,,1.0,,,,,,,,,,,,,0.0,,49,50
Queens,40803013002.0,360810803013002,,1.0,,,,,,,,-1.0,2.0,2.0,,,,,,82,85
Queens,40809003002.0,360810809003002,1.0,1.0,,,,1.0,,,,,,,,,,,,55,57
Queens,40814003002.0,360810814003002,,,,,,,,,,,,,,,,,,38,38
Queens,40818003002.0,360810818003002,,,-2.0,,,,,,,,,,,,,,2.0,36,34
Queens,40837003002.0,360810837003002,1.0,1.0,0.0,,2.0,1.0,1.0,2.0,,1.0,,2.0,1.0,,1.0,,,63,73
Queens,40840003002.0,360810840003002,,,,,,,0.0,,,,,,,,,,,77,77
Queens,40845003002.0,360810845003002,,,,0.0,,1.0,,,1.0,1.0,-1.0,4.0,1.0,,,1.0,0.0,62,68
Queens,40884003002.0,360810884003002,,,,,,,,,,,,,,,,,2.0,43,43
Queens,40919003002.0,360810919003002,,,,,,,,,,1.0,,,,,,0.0,,91,92
Queens,40922003002.0,360810922003002,,,,,,,,,,,,,,,,,,11,11
Queens,40925003002.0,360810925003002,,1.0,,,,,,-1.0,,2.0,,,,,1.0,,,59,60
Queens,40928003002.0,360810928003002,,,-1.0,,,,,,,,,,,,,,0.0,31,30
Queens,40934013002.0,360810934013002,,,,,,,,,,,,,,,,,,67,67
Queens,40934023002.0,360810934023002,,,,,,,,,,,,,,1.0,,,,38,38
Queens,40939003002.0,360810939003002,,,,,-1.0,,2.0,,1.0,,,,,,,,,23,25
Queens,40954003002.0,360810954003002,,,,,,,,,0.0,,,,,,,,,8,8
Queens,40973003002.0,360810973003002,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,45,45
Queens,40991003002.0,360810991003002,,,0.0,,,,,,,,0.0,0.0,,1.0,,0.0,,13,13
Queens,40997013002.0,360810997013002,,,,,,,,,,,,,,,,,,112,112
Queens,41010013002.0,360811010013002,,,,,,,,,,,,,,,4.0,,,30,30
Queens,41017003002.0,360811017003002,,,,,,,,0.0,,,,,,,,,0.0,21,21
Queens,41032023002.0,360811032023002,0.0,0.0,1.0,,,,-2.0,,,,1.0,,,,4.0,,0.0,57,57
Queens,41033003002.0,360811033003002,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,71,71
Queens,41047003002.0,360811047003002,,,,,,,,,,,,,,,,,,142,142
Queens,41059003002.0,360811059003002,0.0,0.0,,,,,,,,,,,,,,,,18,18
Queens,41085003002.0,360811085003002,,,,,,,,,,,,,,,,,,65,65
Queens,41097003002.0,360811097003002,,,,,,,,,,,,,,,,,,0,0
Queens,41099003002.0,360811099003002,,,,,,-1.0,,,,,,,,,,,,91,90
Queens,41113003002.0,360811113003002,,,,,,,-2.0,,,,1.0,,,,,,,26,25
Queens,41129003002.0,360811129003002,,,,,,,,,,,,,,,,1.0,,36,36
Queens,41139003002.0,360811139003002,,,,0.0,,,,,,,,,,,,,,68,68
Queens,41157003002.0,360811157003002,,,,,0.0,,,,,,,,,,,,,1,1
Queens,41159003002.0,360811159003002,,,,,,,-15.0,,,55.0,,,,,,,,630,670
Queens,41171003002.0,360811171003002,,,,,,,,,,,,,,,,,,0,0
Queens,41175003002.0,360811175003002,,,,,,,,,,,,,,,,,,117,117
Queens,41215003002.0,360811215003002,3.0,3.0,,,,1.0,,,,,2.0,1.0,,,,,,50,57
Queens,41223003002.0,360811223003002,,,,,0.0,-1.0,,,,,,,,,,,,18,17
Queens,41227013002.0,360811227013002,7.0,7.0,7.0,,,,,,,,-2.0,,,,8.0,,8.0,191,203
Queens,41227023002.0,360811227023002,,,,,,,,,,,,,,,,,,258,258
Queens,41241003002.0,360811241003002,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,31,32
Queens,41247003002.0,360811247003002,,,,,,,0.0,,,,,,,,0.0,,,31,31
Queens,41257003002.0,360811257003002,,,,,,,,1.0,,,,,,,,,,31,32
Queens,41267003002.0,360811267003002,1.0,-1.0,,,,,,,,1.0,,,0.0,,,,1.0,35,37
Queens,41277003002.0,360811277003002,,,,,,,,,,,,,,,,,0.0,13,13
Queens,41291023002.0,360811291023002,,,,,,,,,0.0,,,,,,,,,21,21
Queens,41291033002.0,360811291033002,,,,,,,,,,,,,,,,,,27,27
Queens,41291043002.0,360811291043002,,,,,0.0,,,,,,,,,,,,,17,17
Queens,41301003002.0,360811301003002,,,,,,,,,,,,,,,0.0,,,36,36
Queens,41333003002.0,360811333003002,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,0.0,,,29,29
Queens,41347003002.0,360811347003002,,,,,,,,,,,,,,,,,,53,53
Queens,41417003002.0,360811417003002,,,,,0.0,,,,,,,,,,,,,19,19
Queens,41429003002.0,360811429003002,,,0.0,,,,,,,,,0.0,,0.0,0.0,,1.0,33,33
Queens,41441003002.0,360811441003002,,,,,,,,0.0,,,,,,,0.0,,,23,23
Queens,41483003002.0,360811483003002,,,,,,,,,,,,,,,,,,7,7
Queens,41507013002.0,360811507013002,,,,,,0.0,,,,,,,,,,,,12,12
Queens,41529013002.0,360811529013002,,,,,,,,,,,,,,,,,,115,115
Queens,41529023002.0,360811529023002,,,,,,,,-1.0,,1.0,,2.0,,,,,,59,61
Queens,41551023002.0,360811551023002,,,,0.0,,,,,,,,,0.0,,,,0.0,26,26
Queens,41579013002.0,360811579013002,,,,,,0.0,,,,,,,0.0,,0.0,,,29,29
Queens,41579023002.0,360811579023002,,,,,,,,,0.0,,,,,,,,,29,29
Queens,41579033002.0,360811579033002,,,,,,,,,,0.0,,,,,0.0,,,32,32
Queens,41617003002.0,360811617003002,,,,,,,,,,,,,,,,0.0,0.0,32,32
Queens,41621003002.0,360811621003002,,,,,,,,,,,,,,,,,,54,54
Queens,40004003003.0,360810004003003,,,,,,,,,,,,,1.0,,2.0,,2.0,85,85
Queens,40006003003.0,360810006003003,-1.0,-1.0,,,,,,,,,,,,,,,,77,76
Queens,40007003003.0,360810007003003,,,,0.0,,0.0,,,,,,,,,,,,19,19
Queens,40014003003.0,360810014003003,,,,,,,,,,,,,,,,,,55,55
Queens,40033003003.0,360810033003003,,,,,,,,,,,,,,,,,1.0,60,60
Queens,40054003003.0,360810054003003,,,,,,,,,,,,,,,,,,77,77
Queens,40057003003.0,360810057003003,,,,,,,,,,,,,,,,,,0,0
Queens,40058003003.0,360810058003003,,,,,,,,,,,,,0.0,,,,,37,37
Queens,40062023003.0,360810062023003,,,,,,,,,,,,,,,,,,57,57
Queens,40117003003.0,360810117003003,,,,,,,,,,,,0.0,,,,0.0,0.0,106,106
Queens,40123013003.0,360810123013003,,,,,,,,,,,,,,,,,,0,0
Queens,40134003003.0,360810134003003,0.0,0.0,,,,,-1.0,-4.0,,,-1.0,45.0,32.0,22.0,-1.0,17.0,,119,158
Queens,40158013003.0,360810158013003,,,,,,,,,,,,,0.0,,1.0,0.0,4.0,132,132
Queens,40158023003.0,360810158023003,,,,,,,1.0,,,,,,,,,,,84,85
Queens,40163003003.0,360810163003003,,,,,,,,,,,,,,,,,,144,144
Queens,40169003003.0,360810169003003,,,,,,,,,,,,,,,,,,17,17
Queens,40181013003.0,360810181013003,,,1.0,1.0,,,,,,,,,,,,,,292,294
Queens,40185023003.0,360810185023003,,,,,,,,,,,,,,,,,,256,256
Queens,40187003003.0,360810187003003,,,,,,,,,,,,,,,,,,19,19
Queens,40214003003.0,360810214003003,,,,,,,,,,,,,,,,,1.0,36,36
Queens,40232003003.0,360810232003003,,,,-1.0,,0.0,2.0,,,,,,,,,,,40,41
Queens,40235003003.0,360810235003003,,,,,,,,,,,,,,,,,,278,278
Queens,40243003003.0,360810243003003,,,,,,,,,,,,,,,,,,65,65
Queens,40249003003.0,360810249003003,,,,,,,,,,,,,,,,,,0,0
Queens,40267003003.0,360810267003003,58.0,58.0,,,,-3.0,0.0,-1.0,,,,10.0,,,8.0,,,200,264
Queens,40275003003.0,360810275003003,-4.0,-4.0,,,,,,-1.0,,,,,,,,,1.0,31,26
Queens,40287003003.0,360810287003003,,,,,0.0,,,1.0,,,-4.0,,,6.0,0.0,,,78,75
Queens,40288003003.0,360810288003003,,,4.0,,1.0,,,1.0,,,1.0,,,,,,,28,35
Queens,40289003003.0,360810289003003,,,,0.0,0.0,,,,,,,,,,0.0,,,215,215
Queens,40294003003.0,360810294003003,,,,,,,,,,0.0,,,,,,,,78,78
Queens,40306003003.0,360810306003003,,,,,,,,,,,,,,,,,,0,0
Queens,40309023003.0,360810309023003,,,2.0,,,,,,,,,,1.0,,0.0,1.0,1.0,89,91
Queens,40309033003.0,360810309033003,0.0,0.0,,,,,,,,,,,,1.0,,,3.0,63,63
Queens,40317003003.0,360810317003003,,,,,,,,,,,,,,,,,,129,129
Queens,40320003003.0,360810320003003,,,0.0,,,,,,1.0,,,1.0,,,,,,45,47
Queens,40330003003.0,360810330003003,,,,,,,,,,,,,,,,,,28,28
Queens,40357003003.0,360810357003003,,,,,,,,,,1.0,,,,,1.0,,,57,58
Queens,40358003003.0,360810358003003,1.0,1.0,,,,,,,,,,,,,,,0.0,21,22
Queens,40379003003.0,360810379003003,,,,,,,-5.0,,,,,,,,21.0,,1.0,120,115
Queens,40394003003.0,360810394003003,,,,,,,,2.0,,,,,,,,,1.0,67,69
Queens,40399003003.0,360810399003003,0.0,0.0,,,,,,,,,1.0,,26.0,,,,24.0,152,153
Queens,40401003003.0,360810401003003,,,,,,,,,,,,,,,,,,0,0
Queens,40403003003.0,360810403003003,,,,,,,,,,,,,,,,,,0,0
Queens,40404003003.0,360810404003003,,,,,,,,,,,,,,,,,,15,15
Queens,40409003003.0,360810409003003,,,,,,,,,,,,,,,,,,0,0
Queens,40414003003.0,360810414003003,4.0,4.0,,,2.0,0.0,,,1.0,,,,,,,,0.0,41,48
Queens,40424003003.0,360810424003003,,,,,,,,,,,,,,,,,,11,11
Queens,40437023003.0,360810437023003,,,,,,,,1.0,,,,,,,,,,141,142
Queens,40440003003.0,360810440003003,,,0.0,1.0,,,,,,1.0,,1.0,,,,,,61,64
Queens,40443023003.0,360810443023003,,,,,,,,,,,-2.0,,,,21.0,,0.0,104,102
Queens,40444003003.0,360810444003003,,,,,,,,,,,,,,,,,,0,0
Queens,40462003003.0,360810462003003,,,,,,,,,,-1.0,,,,,10.0,,,94,93
Queens,40479003003.0,360810479003003,,,,,,,,,,,,,,,,,,69,69
Queens,40484003003.0,360810484003003,,,,,,,,1.0,,,,,,,,,,69,70
Queens,40485003003.0,360810485003003,,,,,-1.0,0.0,,6.0,,,,,,,,,0.0,30,35
Queens,40492003003.0,360810492003003,,,,,,,,,,,,,,,,,,52,52
Queens,40496003003.0,360810496003003,,,,,,,,,,,,,2.0,,,,1.0,22,22
Queens,40512003003.0,360810512003003,,,,,,,,,,,,,,,,,,42,42
Queens,40515003003.0,360810515003003,,,,1.0,,,,,,,1.0,,,0.0,,,,77,79
Queens,40539003003.0,360810539003003,,,,,,0.0,,,1.0,,,,,,,1.0,0.0,17,18
Queens,40542003003.0,360810542003003,,,,,,,,,,,,,,,,,,44,44
Queens,40557003003.0,360810557003003,,,,,,,,,,,,4.0,,4.0,1.0,6.0,,72,76
Queens,40567003003.0,360810567003003,,,,,,,,,,,,,,,,,2.0,84,84
Queens,40568003003.0,360810568003003,,,,,,,,,,,,,,,,,,34,34
Queens,40577003003.0,360810577003003,,,,,,,,,,,,,,,,,,67,67
Queens,40580003003.0,360810580003003,5.0,5.0,0.0,1.0,,,,,,,,,,,,,3.0,50,56
Queens,40585003003.0,360810585003003,,,,,,,,,,,,,,,,,,3,3
Queens,40589003003.0,360810589003003,,,,,,,,,,,,,,,,,,0,0
Queens,40591003003.0,360810591003003,,,0.0,,,,,,,,,,,,,,,154,154
Queens,40595003003.0,360810595003003,,,,0.0,,,,,,,,,8.0,,0.0,,,72,72
Queens,40613013003.0,360810613013003,,,,,,,,,,,,,,,,,1.0,93,93
Queens,40616013003.0,360810616013003,,,,,,,,,,,,,,,,,,7,7
Queens,40621003003.0,360810621003003,,,,,,,,,,,,,,,,,,137,137
Queens,40626003003.0,360810626003003,,,,0.0,,,,,,,,,,,0.0,,,38,38
Queens,40629003003.0,360810629003003,,,,,,,,,,,,,,,,,,0,0
Queens,40637003003.0,360810637003003,,,,,,,,,,,,,,,,,,32,32
Queens,40638003003.0,360810638003003,,,,,,,,,,,,,,,,,,22,22
Queens,40654003003.0,360810654003003,,,,,,,,,,,,,,,,,,0,0
Queens,40656003003.0,360810656003003,,,,,,,,,,,,,,,,,,21,21
Queens,40657033003.0,360810657033003,,0.0,,,,,,,,,,,,,-1.0,,,34,34
Queens,40663003003.0,360810663003003,,,,,0.0,,,,,,,,,,,,,34,34
Queens,40664003003.0,360810664003003,,,,,,,,,,,,,,,,,,2,2
Queens,40665013003.0,360810665013003,,,1.0,,,,,,0.0,,,,,,,,,131,132
Queens,40679003003.0,360810679003003,,,0.0,,,,,,,,,,,,,,,40,40
Queens,40680003003.0,360810680003003,,,,,,,,,,,,,,,,,,17,17
Queens,40683003003.0,360810683003003,,,,,,,,,,,,,,,,,,0,0
Queens,40687003003.0,360810687003003,,,,,,,,,,,,,,,,,,0,0
Queens,40697023003.0,360810697023003,,,,,,,,,,,,,,,,,1.0,61,61
Queens,40739003003.0,360810739003003,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,70,70
Queens,40757013003.0,360810757013003,,,,,,,0.0,,,,,,,,0.0,,,183,183
Queens,40775003003.0,360810775003003,,,0.0,,,,,,,,,,,,,,,207,207
Queens,40779023003.0,360810779023003,,,-2.0,-1.0,,,,,,1.0,-1.0,,,0.0,1.0,,0.0,71,68
Queens,40779043003.0,360810779043003,,,,,,,,,,,,,,,,,,86,86
Queens,40803013003.0,360810803013003,,,,,,,,1.0,,,,,,,,,,20,21
Queens,40809003003.0,360810809003003,,,,,,,,,,,,,,,,,,56,56
Queens,40814003003.0,360810814003003,1.0,1.0,,,,,,,,,,1.0,,,,,,44,46
Queens,40818003003.0,360810818003003,,,,,,,1.0,,,,,,,1.0,,,,41,42
Queens,40837003003.0,360810837003003,,2.0,-2.0,4.0,,2.0,,,,,,,,,,,0.0,41,45
Queens,40840003003.0,360810840003003,,,,,,,1.0,,,,,,,,,,,72,73
Queens,40845003003.0,360810845003003,,,,,,,,1.0,,,,-1.0,1.0,,4.0,10.0,-1.0,54,54
Queens,40889013003.0,360810889013003,,,,,,,,,,,,,,,,,,0,0
Queens,40892003003.0,360810892003003,,,1.0,,,,,,,,,,0.0,,,,,9,10
Queens,40919003003.0,360810919003003,,,,,,,,,-1.0,,,0.0,,,6.0,,-1.0,61,60
Queens,40922003003.0,360810922003003,,,,,,,,,,,,,0.0,,,,1.0,13,13
Queens,40925003003.0,360810925003003,,,,,,,,,,,,,,,,,,0,0
Queens,40928003003.0,360810928003003,,,,,-5.0,,,,,,,,-1.0,,,,,36,31
Queens,40934013003.0,360810934013003,,,,,-1.0,,2.0,0.0,1.0,,,,,,,,1.0,32,34
Queens,40934023003.0,360810934023003,,,,,,,,,,,,,,,,,0.0,34,34
Queens,40939003003.0,360810939003003,,,,,,,,,,1.0,,,,,,1.0,,22,23
Queens,40954003003.0,360810954003003,,,,,,,,,,,,,,,,,,2,2
Queens,40973003003.0,360810973003003,-1.0,-1.0,,,,,,0.0,,,,,,,,,,27,26
Queens,40991003003.0,360810991003003,,,,,,0.0,,,,,,,,,,1.0,,15,15
Queens,40997013003.0,360810997013003,,,,,,,,,,,,,,,,,,52,52
Queens,41008023003.0,360811008023003,,,,,,,,,,,,,,,,,0.0,38,38
Queens,41032023003.0,360811032023003,,,,,,,,,,,,,,,-1.0,,,88,88
Queens,41033003003.0,360811033003003,,,,,,,,,,,,,,,,,,2,2
Queens,41039003003.0,360811039003003,,,,,,,,,,,,,,,,,,0,0
Queens,41047003003.0,360811047003003,,,,,,,,,,,,,,,,,,52,52
Queens,41059003003.0,360811059003003,0.0,0.0,,,,,,,,,,,,,,,,35,35
Queens,41085003003.0,360811085003003,2.0,2.0,,0.0,,,,,-1.0,,2.0,,,,,,,28,31
Queens,41093003003.0,360811093003003,,,,,,,,,,,,1.0,,,,,,30,31
Queens,41097003003.0,360811097003003,,,,,,,,,,,,,,,,,,37,37
Queens,41099003003.0,360811099003003,,,,,,,,,,,,,,,1.0,,1.0,27,27
Queens,41113003003.0,360811113003003,,,,,,,,,,,,,,,,,,15,15
Queens,41129003003.0,360811129003003,,,,,,,,,,,,,,,,,,16,16
Queens,41139003003.0,360811139003003,,,,,,,,,,,,,,,,,,31,31
Queens,41157003003.0,360811157003003,,,,8.0,29.0,,,,,,,,,,0.0,,,31,68
