boro,bctcb2010,cenblock10,comp2010ap,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,filed,approved,permitted,withdrawn,inactive,cenunits10,total
Brooklyn,31124001004.0,360471124001004,,,,,,,,,-2.0,,,,0.0,,,,0.0,18,16
Brooklyn,31132001004.0,360471132001004,,,,,,4.0,4.0,,,,,,,,,,3.0,116,124
Brooklyn,31134001004.0,360471134001004,,,,,,,,,,,,,4.0,2.0,12.0,,,95,95
Brooklyn,31142011004.0,360471142011004,,,,,,,,,,,,,,,,,,39,39
Brooklyn,31144001004.0,360471144001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31146001004.0,360471146001004,,,,,,2.0,-4.0,,,-2.0,,,4.0,,,,,80,76
Brooklyn,31150001004.0,360471150001004,,,,11.0,,,,,,,,,,,,,,34,45
Brooklyn,31152001004.0,360471152001004,,,,,,,,,,,,,,,,,0.0,40,40
Brooklyn,31160001004.0,360471160001004,,,,,,,,,,,,,,,,,,96,96
Brooklyn,31164001004.0,360471164001004,,,,,,,,5.0,2.0,,,,,,,,,68,75
Brooklyn,31166001004.0,360471166001004,,,,,,,,,,,,,,6.0,,,2.0,53,53
Brooklyn,31172011004.0,360471172011004,,,,,,,,,,,,,,,,,,104,104
Brooklyn,31172021004.0,360471172021004,,,,,,,,,,,,,5.0,,,,,118,118
Brooklyn,31174001004.0,360471174001004,,0.0,,,,0.0,,,,,,,,,0.0,,,103,103
Brooklyn,31194001004.0,360471194001004,,,,,,,,,,,,,,,,,,42,42
Brooklyn,31202001004.0,360471202001004,,,,,,,,,,,,,,,,,,6,6
Brooklyn,31208001004.0,360471208001004,,,,,,,,,,,,,,,,,,143,143
Brooklyn,31220001004.0,360471220001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31237001004.0,360471237001004,,,,,4.0,2.0,,-1.0,,,3.0,,,0.0,2.0,0.0,7.0,148,156
Brooklyn,30002001005.0,360470002001005,,,,,0.0,,,,,,,,,,0.0,,,10,10
Brooklyn,30009001005.0,360470009001005,,,,,4.0,0.0,,,,,,0.0,,,0.0,,0.0,406,410
Brooklyn,30015001005.0,360470015001005,372.0,510.0,,,,,0.0,,,-1.0,,,,,,,,124,495
Brooklyn,30020001005.0,360470020001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30022001005.0,360470022001005,,,,,,,,,,,,-1.0,,12.0,13.0,,,127,126
Brooklyn,30030001005.0,360470030001005,,,,,,,,,,,,,,-2.0,,,,36,36
Brooklyn,30034001005.0,360470034001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30035001005.0,360470035001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30037001005.0,360470037001005,,,,,,,,,,,,,,,,,,1,1
Brooklyn,30038001005.0,360470038001005,,,,,,,,,,,,,,,,,,84,84
Brooklyn,30047001005.0,360470047001005,,,30.0,,10.0,,4.0,,,,0.0,6.0,10.0,1.0,10.0,-2.0,,54,104
Brooklyn,30051001005.0,360470051001005,,,1.0,,,7.0,0.0,8.0,,,,,,,1.0,,,94,110
Brooklyn,30059001005.0,360470059001005,,,,,,,,,,,,,,,,,,100,100
Brooklyn,30070001005.0,360470070001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30101001005.0,360470101001005,,,,,,,,,0.0,,,,,,,6.0,,159,159
Brooklyn,30110001005.0,360470110001005,,,0.0,,,,-2.0,-2.0,,,,,,,-2.0,,,125,121
Brooklyn,30112001005.0,360470112001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30119001005.0,360470119001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30128011005.0,360470128011005,1.0,1.0,0.0,,,,,,,,0.0,0.0,,,,,,322,323
Brooklyn,30129011005.0,360470129011005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30136001005.0,360470136001005,,,,,,,,,,1.0,,,,,,,,190,191
Brooklyn,30142001005.0,360470142001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30166001005.0,360470166001005,,,-1.0,,1.0,,,2.0,,,1.0,,,,1.0,,,59,62
Brooklyn,30172001005.0,360470172001005,,,,,,,,,,,,,,,,,,161,161
Brooklyn,30177001005.0,360470177001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30178001005.0,360470178001005,,,,,,,,,,,,,,,,,,8,8
Brooklyn,30187001005.0,360470187001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30188001005.0,360470188001005,,,,,,,,,,,,,,,,,,46,46
Brooklyn,30203001005.0,360470203001005,,,,,,0.0,0.0,16.0,,,,,15.0,,4.0,10.0,,36,52
Brooklyn,30218001005.0,360470218001005,,,,,,,,,,,,,,,,,-4.0,42,42
Brooklyn,30226001005.0,360470226001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30241001005.0,360470241001005,,,31.0,,6.0,5.0,32.0,66.0,0.0,,15.0,2.0,,,15.0,16.0,37.0,163,320
Brooklyn,30242001005.0,360470242001005,,,,,,5.0,,,,0.0,,,,,3.0,,-1.0,234,239
Brooklyn,30248001005.0,360470248001005,,,,,,,,,,,,,,,,,,61,61
Brooklyn,30250001005.0,360470250001005,,,,,,,,,,,,,,,,,,20,20
Brooklyn,30256001005.0,360470256001005,,,0.0,,,,,,,,,,,,,,,13,13
Brooklyn,30271001005.0,360470271001005,,,,,,,54.0,,8.0,,,72.0,10.0,,1.0,8.0,7.0,108,242
Brooklyn,30287001005.0,360470287001005,,,,,,-5.0,1.0,37.0,,,,,0.0,,,,,40,73
Brooklyn,30298001005.0,360470298001005,,,,,,,,,,,,,,,,,,68,68
Brooklyn,30304001005.0,360470304001005,,,,,,,,,,,,,,,,,,60,60
Brooklyn,30305001005.0,360470305001005,,,,,,16.0,9.0,,,,,,,,,,20.0,113,138
Brooklyn,30306001005.0,360470306001005,,,,,,,,,,-2.0,,,,,,,,58,56
Brooklyn,30336001005.0,360470336001005,,,,-1.0,,,,,,,,,,,,,,50,49
Brooklyn,30354001005.0,360470354001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30363001005.0,360470363001005,,,,,,,,,,,,,,,,,,12,12
Brooklyn,30364001005.0,360470364001005,,,,,,-1.0,-2.0,-2.0,-1.0,1.0,,2.0,,,,0.0,11.0,11,8
Brooklyn,30365021005.0,360470365021005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30367001005.0,360470367001005,,,,,,,,,,,13.0,,,,,,,47,60
Brooklyn,30370001005.0,360470370001005,,,,,,,,,,,,,,,-1.0,,,76,76
Brooklyn,30373001005.0,360470373001005,,,,,,,,,,,,,,,,,,55,55
Brooklyn,30374011005.0,360470374011005,,,,,,,,0.0,0.0,,,,,,,,,69,69
Brooklyn,30374021005.0,360470374021005,,,,,,,,12.0,,,,,,,,,,74,86
Brooklyn,30389001005.0,360470389001005,,,,,-2.0,,,,,,,,,,,0.0,0.0,92,90
Brooklyn,30390001005.0,360470390001005,,,,,,,,,,,,,,,-1.0,,,159,159
Brooklyn,30393001005.0,360470393001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30398001005.0,360470398001005,,,,,,,,0.0,,,,,,,,0.0,,103,103
Brooklyn,30400001005.0,360470400001005,,,,,,,,,,,,,,,,,,84,84
Brooklyn,30402001005.0,360470402001005,,,,,,,,,,,,,,,,,,10,10
Brooklyn,30403001005.0,360470403001005,7.0,7.0,4.0,,,,4.0,,,,,41.0,,,,,,143,199
Brooklyn,30418001005.0,360470418001005,,,-1.0,-1.0,,0.0,,-2.0,,,,,,,-3.0,,,159,155
Brooklyn,30423001005.0,360470423001005,12.0,12.0,3.0,0.0,,-2.0,8.0,8.0,-2.0,,8.0,,2.0,,,2.0,4.0,77,112
Brooklyn,30439001005.0,360470439001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30450001005.0,360470450001005,0.0,0.0,0.0,,,,,,,0.0,,-1.0,,,,,0.0,77,76
Brooklyn,30464001005.0,360470464001005,,,,,,,,,1.0,-2.0,,,,2.0,0.0,,1.0,93,92
Brooklyn,30468001005.0,360470468001005,,-1.0,,,-1.0,,9.0,-2.0,3.0,,2.0,,,,6.0,,,41,52
Brooklyn,30470001005.0,360470470001005,,,,,0.0,-1.0,,,-1.0,,,,,,0.0,,-15.0,86,84
Brooklyn,30474001005.0,360470474001005,,,,,,,,,0.0,,,,,,,,-4.0,19,19
Brooklyn,30476001005.0,360470476001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30477001005.0,360470477001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30485001005.0,360470485001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30493001005.0,360470493001005,,,,,,,,,,,,,,,,,,176,176
Brooklyn,30499001005.0,360470499001005,,,,,,,,,-2.0,,,,7.0,,,,13.0,41,39
Brooklyn,30507001005.0,360470507001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30519001005.0,360470519001005,,,,,,10.0,33.0,95.0,,,,,,,11.0,,5.0,35,173
Brooklyn,30528001005.0,360470528001005,,,,,,,,,,,,,,,0.0,,,21,21
Brooklyn,30532001005.0,360470532001005,,,,,,,,,,,,,,,,,,54,54
Brooklyn,30551001005.0,360470551001005,,,,,,,,,,,,,,,,,,74,74
Brooklyn,30561001005.0,360470561001005,,,1.0,,,,2.0,,96.0,3.0,,,6.0,-3.0,1.0,,2.0,55,157
Brooklyn,30563001005.0,360470563001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30573001005.0,360470573001005,,,,,,,,0.0,,,,,,,-2.0,,0.0,143,143
Brooklyn,30576001005.0,360470576001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30586001005.0,360470586001005,,,,,,,,,1.0,,,,0.0,,,,,23,24
Brooklyn,30588001005.0,360470588001005,,,,,,,,-1.0,,,,,,,0.0,,,74,73
Brooklyn,30589001005.0,360470589001005,,,,,,,,,,,,,,,,,0.0,1,1
Brooklyn,30590001005.0,360470590001005,0.0,0.0,,0.0,,,,,,,,,,,,,,107,107
Brooklyn,30593001005.0,360470593001005,,,,,,,,21.0,-1.0,,,7.0,,,15.0,1.0,,281,308
Brooklyn,30606001005.0,360470606001005,,,,,,,,,,,,,,,,,,1,1
Brooklyn,30608001005.0,360470608001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30612001005.0,360470612001005,,,-1.0,-1.0,-1.0,,-1.0,,,0.0,,,,,-2.0,2.0,,57,53
Brooklyn,30620001005.0,360470620001005,1.0,1.0,0.0,,,,,,,0.0,,,,,1.0,,,65,66
Brooklyn,30622001005.0,360470622001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30628001005.0,360470628001005,,,,,,,,,,,,,,,,,,16,16
Brooklyn,30636001005.0,360470636001005,,,,,,,,,,,,,,,,,,80,80
Brooklyn,30642001005.0,360470642001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30652001005.0,360470652001005,,,,,,0.0,,,,,,,,,,,,50,50
Brooklyn,30662001005.0,360470662001005,,,,3.0,,,,-3.0,,,,,,,1.0,,,22,22
Brooklyn,30670001005.0,360470670001005,,,,,,,,,,,,,,,,,,66,66
Brooklyn,30672001005.0,360470672001005,,,,,,,,,0.0,,,,,,,,0.0,76,76
Brooklyn,30674001005.0,360470674001005,,,,,,,,,,,,,,,,,,11,11
Brooklyn,30692001005.0,360470692001005,,,,,,,,,,,,,,,,,,121,121
Brooklyn,30696011005.0,360470696011005,,,,,,,,,,,,,1.0,,,,,152,152
Brooklyn,30696021005.0,360470696021005,,,,,0.0,,,,,,,,,,,,,79,79
Brooklyn,30698001005.0,360470698001005,,,,,,,,,,,,,,,,,,78,78
Brooklyn,30702011005.0,360470702011005,,0.0,0.0,,,0.0,,,,,,,,,-1.0,0.0,0.0,31,31
Brooklyn,30706001005.0,360470706001005,,,,,,,,,,,,,,,,,0.0,57,57
Brooklyn,30720001005.0,360470720001005,,,,,,,,,,,,,,,,,,8,8
Brooklyn,30722001005.0,360470722001005,,,,,,,,,,,,,0.0,,,0.0,,109,109
Brooklyn,30728001005.0,360470728001005,,,,,,,,,,,,,,,,,,211,211
Brooklyn,30730001005.0,360470730001005,,,,,,,,,,,,,,,,,,86,86
Brooklyn,30740001005.0,360470740001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30742001005.0,360470742001005,,0.0,,,,,,,,,,-1.0,,,,,,80,79
Brooklyn,30752001005.0,360470752001005,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,-1.0,,0.0,40,40
Brooklyn,30758001005.0,360470758001005,,,,,,,,,0.0,0.0,,,0.0,,0.0,,,43,43
Brooklyn,30768001005.0,360470768001005,,,,,,,,,,,302.0,,,,,,,0,302
Brooklyn,30772001005.0,360470772001005,,,,,,,,,,,,,,,,,,64,64
Brooklyn,30776001005.0,360470776001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30792001005.0,360470792001005,,,,,,0.0,,,8.0,,,,,,,,,65,73
Brooklyn,30794001005.0,360470794001005,,,,,,,,,-2.0,,,14.0,,,,,,6,18
Brooklyn,30806001005.0,360470806001005,,,,,,,,,,,,,,,,,,25,25
Brooklyn,30814001005.0,360470814001005,,,,,,,,,,,,,,,,,0.0,50,50
Brooklyn,30816001005.0,360470816001005,,-1.0,,,,,,,,,-1.0,,,5.0,,3.0,,65,64
Brooklyn,30854001005.0,360470854001005,,,,,,,,,,,,,0.0,-1.0,,3.0,,74,74
Brooklyn,30864001005.0,360470864001005,,,,,,,,,,,,,,,,,,20,20
Brooklyn,30866001005.0,360470866001005,,,,,,,,,,,,,,21.0,,,,78,78
Brooklyn,30880001005.0,360470880001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30908001005.0,360470908001005,,,,,,,,,,,,,,,22.0,,,31,31
Brooklyn,30924001005.0,360470924001005,,,0.0,,,3.0,0.0,,,,,,,,3.0,,,102,105
Brooklyn,30932001005.0,360470932001005,,,,,,,,,,,,,,,,,,104,104
Brooklyn,30934001005.0,360470934001005,,,0.0,,,,,,,,1.0,,,,,,,119,120
Brooklyn,30946001005.0,360470946001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30956001005.0,360470956001005,,,,,,,,,,,,,,,,,,93,93
Brooklyn,30960001005.0,360470960001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30962001005.0,360470962001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30964001005.0,360470964001005,,,,,,,,,,,,,,,,,,16,16
Brooklyn,30968001005.0,360470968001005,,,,,,,,,,,,,,,,,,9,9
Brooklyn,30970001005.0,360470970001005,,,,,,,,,,,,,,,,,,151,151
Brooklyn,30974001005.0,360470974001005,,,,,,,,,,,,,,,,,,27,27
Brooklyn,30984001005.0,360470984001005,,,,,,,,1.0,,,,,,,,,,130,131
Brooklyn,30988001005.0,360470988001005,,,,,,-2.0,,,,,,,,,0.0,,,20,18
Brooklyn,30990001005.0,360470990001005,,,,,,,,,,,,,,,,,,55,55
Brooklyn,30992001005.0,360470992001005,,,,,,,,,,,,,,,,,,114,114
Brooklyn,30994001005.0,360470994001005,,,,,,,,,,,,,,,5.0,,1.0,60,60
Brooklyn,30998001005.0,360470998001005,,,,,,,,,,,,,,,,,,62,62
Brooklyn,31004001005.0,360471004001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31016001005.0,360471016001005,,,,,,,,,,,,,,,,,,62,62
Brooklyn,31018001005.0,360471018001005,,,,,,,,,,0.0,,,,,0.0,,,38,38
Brooklyn,31020001005.0,360471020001005,,,,,,,,,,,,,,,,,,129,129
Brooklyn,31022001005.0,360471022001005,,,,,,,,-1.0,,4.0,,,,,-1.0,1.0,5.0,76,79
Brooklyn,31024001005.0,360471024001005,,,,,,,,,,,,,,,,,,21,21
Brooklyn,31026001005.0,360471026001005,,,,,,,,,,,,,,,,,,159,159
Brooklyn,31028001005.0,360471028001005,,,,,,,,,,,,,,1.0,,,-1.0,25,25
Brooklyn,31078001005.0,360471078001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31098001005.0,360471098001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31116001005.0,360471116001005,,,,,,,,,,,,,,,,,,64,64
Brooklyn,31118001005.0,360471118001005,,,,,,,,,,,,,,,,,,1,1
Brooklyn,31120001005.0,360471120001005,,,,-1.0,-1.0,,,,,,,,,,,,,161,159
Brooklyn,31124001005.0,360471124001005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31132001005.0,360471132001005,,,,,,,-1.0,,,,,,4.0,,,,,47,46
Brooklyn,31134001005.0,360471134001005,,,,,,,,,,,,,,,,,,30,30
Brooklyn,31146001005.0,360471146001005,,,,,1.0,,,,,,,,,,,,,73,74
Brooklyn,31168001005.0,360471168001005,4.0,4.0,,,,,,,,10.0,,,,,,0.0,,61,75
Brooklyn,31172011005.0,360471172011005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31174001005.0,360471174001005,,,,,,,,,,,,,,,1.0,,,69,69
Brooklyn,31200001005.0,360471200001005,,,,,,,,,,,,,,,,,,26,26
Brooklyn,30001001006.0,360470001001006,,,,,,,,,,,,,,,,,,1,1
Brooklyn,30002001006.0,360470002001006,,,,,0.0,,,,,,,,,,,,,5,5
Brooklyn,30009001006.0,360470009001006,,,,,,-2.0,,25.0,-2.0,,-8.0,-4.0,,1.0,,-1.0,1.0,239,248
Brooklyn,30011001006.0,360470011001006,0.0,0.0,,,,,,,,,,,,,,,,0,0
Brooklyn,30018001006.0,360470018001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30020001006.0,360470020001006,,,,,,,,,,,,,,,,,,3,3
Brooklyn,30030001006.0,360470030001006,,,,,,,,,,,,,,,,,,63,63
Brooklyn,30037001006.0,360470037001006,,,,,,,-28.0,,108.0,,,,,,,,,30,110
Brooklyn,30044001006.0,360470044001006,,,,,,,,,,0.0,,,,,0.0,,0.0,52,52
Brooklyn,30051001006.0,360470051001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30052011006.0,360470052011006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30059001006.0,360470059001006,,,,,,0.0,,,,,,,,,,,,6,6
Brooklyn,30070001006.0,360470070001006,,,,,,,,,,0.0,,,,,0.0,,,188,188
Brooklyn,30110001006.0,360470110001006,,,,,,-2.0,,,,-2.0,,,,-1.0,,,0.0,23,19
Brooklyn,30112001006.0,360470112001006,,,,,,,,,,,,,,,,,,107,107
Brooklyn,30120001006.0,360470120001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30136001006.0,360470136001006,,,,,,,,0.0,0.0,,,,,,,,,59,59
Brooklyn,30168001006.0,360470168001006,,,1.0,,,,,,,,,,1.0,,,,,91,92
Brooklyn,30177001006.0,360470177001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30187001006.0,360470187001006,,,,,,3.0,,2.0,,,0.0,,0.0,,,,-2.0,225,230
Brooklyn,30226001006.0,360470226001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30250001006.0,360470250001006,,,,,,,,,,,,,,,1.0,,,72,72
Brooklyn,30287001006.0,360470287001006,,,,,,,4.0,1.0,3.0,2.0,0.0,,27.0,11.0,16.0,1.0,0.0,223,233
Brooklyn,30298001006.0,360470298001006,,,,,,,,,,,,,,,,,,17,17
Brooklyn,30305001006.0,360470305001006,,,,,-2.0,,,,,,,,42.0,0.0,0.0,,0.0,14,12
Brooklyn,30306001006.0,360470306001006,,,,,,0.0,,,,,,,,,,,,25,25
Brooklyn,30364001006.0,360470364001006,,,,,,,,,,,,,,,14.0,,,24,24
Brooklyn,30365021006.0,360470365021006,,,0.0,-1.0,,,,,,15.0,-3.0,41.0,,42.0,,,,46,98
Brooklyn,30367001006.0,360470367001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30370001006.0,360470370001006,,,,,,,,,1.0,,,,,,,,0.0,76,77
Brooklyn,30373001006.0,360470373001006,,,,1.0,,6.0,0.0,16.0,55.0,,,,,,,,,97,175
Brooklyn,30374011006.0,360470374011006,,,,,,,,,,,,,,,,,,119,119
Brooklyn,30374021006.0,360470374021006,,,,,,,,,,,,,,,,1.0,,71,71
Brooklyn,30398001006.0,360470398001006,,,,,,,,,,,,,,,,,,89,89
Brooklyn,30423001006.0,360470423001006,3.0,3.0,,,,,,2.0,,,,,,,,,,22,27
Brooklyn,30439001006.0,360470439001006,,,,,,,,,,,,,,,,,,10,10
Brooklyn,30447001006.0,360470447001006,,,,,,,,,,,,,3.0,,,,1.0,63,63
Brooklyn,30453001006.0,360470453001006,,,,,,,,,,,,,,,,,,3,3
Brooklyn,30464001006.0,360470464001006,,,,,,,,,,,,,,,,,,7,7
Brooklyn,30468001006.0,360470468001006,,,,,,,,3.0,,,,,,,,,2.0,62,65
Brooklyn,30476001006.0,360470476001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30477001006.0,360470477001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30485001006.0,360470485001006,,,,,,,,,0.0,,,,,,,,1.0,0,0
Brooklyn,30507001006.0,360470507001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30509001006.0,360470509001006,,,,-4.0,,0.0,0.0,0.0,3.0,6.0,,3.0,7.0,,13.0,,33.0,137,145
Brooklyn,30515001006.0,360470515001006,,,,,,,,,,,-2.0,6.0,,,10.0,17.0,,7,11
Brooklyn,30519001006.0,360470519001006,,,,-4.0,,234.0,120.0,,,,,,23.0,,,23.0,,11,361
Brooklyn,30528001006.0,360470528001006,,,,,,,,,,,,,,,,,,85,85
Brooklyn,30532001006.0,360470532001006,,,,,,,,,,,,,,,,,,67,67
Brooklyn,30551001006.0,360470551001006,,,,31.0,,,,,,,,,,,-1.0,,,140,171
Brooklyn,30555001006.0,360470555001006,,,,,,,2.0,-1.0,,,,,,,,8.0,,66,67
Brooklyn,30561001006.0,360470561001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30573001006.0,360470573001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30586001006.0,360470586001006,,,,,,,,,,,,,,,,,,47,47
Brooklyn,30588001006.0,360470588001006,-1.0,-1.0,4.0,6.0,,,,,,,,,,,,,,117,126
Brooklyn,30589001006.0,360470589001006,,,,,,,,-1.0,,,-2.0,,,,,,0.0,169,166
Brooklyn,30590001006.0,360470590001006,,,,,,-1.0,,4.0,,,-2.0,,,,4.0,,,103,104
Brooklyn,30608001006.0,360470608001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30612001006.0,360470612001006,,,,,,1.0,0.0,,,,0.0,,,,,1.0,,44,45
Brooklyn,30620001006.0,360470620001006,,,,8.0,,-1.0,,,,-3.0,,10.0,-3.0,,,-1.0,-1.0,101,115
Brooklyn,30622001006.0,360470622001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30628001006.0,360470628001006,,,,,,,,,,,,,,,,,,15,15
Brooklyn,30652001006.0,360470652001006,,,,,,,,,,,,,,,,,0.0,56,56
Brooklyn,30662001006.0,360470662001006,,,,,,,,,,,,,,,,,0.0,0,0
Brooklyn,30666001006.0,360470666001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30672001006.0,360470672001006,,,,,,,,,,,,,,,0.0,,,57,57
Brooklyn,30696011006.0,360470696011006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30696021006.0,360470696021006,,,,,,,,,,,,,,,,,,80,80
Brooklyn,30702011006.0,360470702011006,,,,0.0,-1.0,,0.0,,0.0,0.0,-1.0,,,,1.0,,,26,24
Brooklyn,30706001006.0,360470706001006,,,,,,,,,,,,,,,,,0.0,70,70
Brooklyn,30720001006.0,360470720001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30722001006.0,360470722001006,,,,,,,,,,,,,,,,,,80,80
Brooklyn,30726001006.0,360470726001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30728001006.0,360470728001006,,,,,,,,,,0.0,,,0.0,,,,,205,205
Brooklyn,30730001006.0,360470730001006,,,,,,,,,,,,,,,,,,96,96
Brooklyn,30752001006.0,360470752001006,,0.0,,,,,,,,,,,,,,,,40,40
Brooklyn,30758001006.0,360470758001006,,,,,,,,,,,,,0.0,,,,,30,30
Brooklyn,30768001006.0,360470768001006,,,,,,,,,,,,,,,,,0.0,36,36
Brooklyn,30794001006.0,360470794001006,,,,0.0,,,,,,,,,,,,0.0,0.0,43,43
Brooklyn,30806001006.0,360470806001006,,,,,,,,,,,,,,,0.0,,,12,12
Brooklyn,30864001006.0,360470864001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30866001006.0,360470866001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30880001006.0,360470880001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30908001006.0,360470908001006,,,,,-1.0,,,,,,,,,,17.0,,,50,49
Brooklyn,30932001006.0,360470932001006,,,,,,,,,,,,,,,,,,90,90
Brooklyn,30934001006.0,360470934001006,,,,,,,,,,,,,,,,1.0,,112,112
Brooklyn,30950001006.0,360470950001006,,,,,,,,,,,,,,,,,,1,1
Brooklyn,30962001006.0,360470962001006,,,,,,,,,,,,,,-1.0,2.0,1.0,1.0,41,41
Brooklyn,30964001006.0,360470964001006,,,,,,,,,,,,,0.0,,,0.0,,41,41
Brooklyn,30968001006.0,360470968001006,,,,,,,,,,,,,,,,,,32,32
Brooklyn,30974001006.0,360470974001006,,,,,,,,,,,,,,,,,,36,36
Brooklyn,30988001006.0,360470988001006,,,,,,,,,,,,0.0,2.0,,,,0.0,43,43
Brooklyn,30990001006.0,360470990001006,,,,,,,,,,,,,,,,,2.0,98,98
Brooklyn,30992001006.0,360470992001006,0.0,0.0,,0.0,,,,,,,,,,,,,,92,92
Brooklyn,30994001006.0,360470994001006,,,,,,,,,,,,,,,,,,105,105
Brooklyn,30998001006.0,360470998001006,,,,,,,,,,,,,,,,,0.0,92,92
Brooklyn,31004001006.0,360471004001006,,,,,,,,,,,,,,,,,,114,114
Brooklyn,31018001006.0,360471018001006,,,,,,,,,,,,,,,,,,45,45
Brooklyn,31020001006.0,360471020001006,,,,,,,,,,,,,,,,,,80,80
Brooklyn,31024001006.0,360471024001006,,,,,,,,,,,,,1.0,,,,,116,116
Brooklyn,31026001006.0,360471026001006,,,,,,,,,,,,,,,,,,100,100
Brooklyn,31028001006.0,360471028001006,,,,,,,,,,,,,,,,,,79,79
Brooklyn,31078001006.0,360471078001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31098001006.0,360471098001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31104001006.0,360471104001006,,,,,,,,,,,,,,,,,,17,17
Brooklyn,31116001006.0,360471116001006,,,,,0.0,,,1.0,,,,,,,,,,69,70
Brooklyn,31118001006.0,360471118001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31120001006.0,360471120001006,,,,,,,,,,,,,,,,,,6,6
Brooklyn,31132001006.0,360471132001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31134001006.0,360471134001006,,,,,,,,,,,,,255.0,,,,,16,16
Brooklyn,31172011006.0,360471172011006,,,,,,,,,,,,,,,,,,86,86
Brooklyn,31174001006.0,360471174001006,,,,,,,,,,,,,,,26.0,,,64,64
Brooklyn,31198001006.0,360471198001006,,,,,,,,,,-8.0,,,12.0,,218.0,6.0,12.0,44,36
Brooklyn,31200001006.0,360471200001006,,,,,,,,,,,,,,,,,,26,26
Brooklyn,31202001006.0,360471202001006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31522001006.0,360471522001006,,,,,,,,,,,,,0.0,,,,,48,48
Brooklyn,30001001007.0,360470001001007,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30002001007.0,360470002001007,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30011001007.0,360470011001007,,,,,,,,3.0,,,,,,,,,,22,25
