boro,bct2010,centract10,comp2010ap,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,filed,approved,permitted,withdrawn,inactive,cenunits10,adjunits10,total,totaladj
Brooklyn,3049400,36047049400.0,,4.0,-1.0,,,1.0,,13.0,1.0,0.0,14.0,1.0,1.0,1.0,16.0,,0.0,2092,2092,2121,2121
Queens,4007500,36081007500.0,-2.0,-2.0,16.0,-2.0,16.0,2.0,29.0,21.0,10.0,0.0,-2.0,,30.0,-8.0,183.0,8.0,51.0,2267,2267,2355,2355
Queens,4007700,36081007700.0,,-1.0,32.0,6.0,-1.0,214.0,0.0,21.0,1.0,104.0,,-1.0,73.0,,54.0,37.0,28.0,652,675,1028,1051
Queens,4045500,36081045500.0,-5.0,-5.0,,,,,0.0,,0.0,,,,0.0,,,0.0,6.0,4602,4602,4597,4597
Queens,4063000,36081063000.0,,,,,,,,0.0,,,,,0.0,,,,1.0,519,519,519,519
Queens,4030904,36081030904.0,0.0,2.0,2.0,3.0,1.0,1.0,,1.0,2.0,0.0,3.0,1.0,1.0,,5.0,0.0,10.0,1330,1345,1344,1359
Queens,4049200,36081049200.0,,,,0.0,,0.0,1.0,1.0,-1.0,1.0,,,,1.0,1.0,-1.0,2.0,1839,1839,1841,1841
Queens,4012200,36081012200.0,0.0,1.0,,4.0,0.0,,,,0.0,,0.0,,,0.0,1.0,0.0,2.0,928,928,932,932
Queens,4014400,36081014400.0,-1.0,-1.0,1.0,2.0,5.0,1.0,,1.0,0.0,,,-1.0,,-2.0,1.0,1.0,20.0,649,649,657,657
Queens,4015000,36081015000.0,,0.0,8.0,2.0,3.0,,,,,,1.0,,1.0,-1.0,1.0,-2.0,2.0,661,661,675,675
Brooklyn,3038500,36047038500.0,3.0,3.0,0.0,4.0,,4.0,17.0,-5.0,16.0,24.0,51.0,6.0,18.0,14.0,40.0,22.0,30.0,1605,1605,1725,1725
Brooklyn,3030100,36047030100.0,1.0,1.0,0.0,-1.0,2.0,,,3.0,25.0,1.0,-4.0,,28.0,2.0,327.0,16.0,0.0,1150,1150,1177,1177
Queens,4012000,36081012000.0,-1.0,-1.0,1.0,13.0,1.0,4.0,3.0,6.0,,2.0,,-1.0,12.0,-1.0,0.0,8.0,4.0,690,690,718,718
Queens,4014800,36081014800.0,5.0,5.0,10.0,0.0,2.0,0.0,,,,0.0,,,,,4.0,1.0,1.0,600,600,617,617
Bronx,2003100,36005003100.0,0.0,0.0,,,0.0,-5.0,125.0,-4.0,136.0,163.0,161.0,,,,80.0,0.0,0.0,551,551,1127,1127
Bronx,2005200,36005005200.0,,,,,0.0,,,66.0,,-1.0,,,69.0,,,,,797,797,862,862
Manhattan,1013400,36061013400.0,32.0,32.0,-31.0,2.0,26.0,0.0,2.0,,-6.0,-23.0,-54.0,,-3.0,-6.0,40.0,-7.0,-40.0,7565,7565,7513,7513
Brooklyn,3013100,36047013100.0,0.0,0.0,0.0,0.0,6.0,11.0,3.0,-1.0,7.0,-8.0,0.0,-11.0,56.0,-7.0,48.0,6.0,17.0,1886,1886,1893,1893
Brooklyn,3014100,36047014100.0,55.0,55.0,62.0,34.0,5.0,33.0,4.0,-31.0,2.0,8.0,-1.0,376.0,10.0,0.0,2.0,-124.0,2.0,1385,1385,1932,1932
Brooklyn,3014900,36047014900.0,62.0,62.0,-2.0,1.0,1.0,26.0,1.0,-5.0,1.0,-1.0,0.0,7.0,3.0,-1.0,7.0,11.0,2.0,2325,2325,2416,2416
Brooklyn,3014500,36047014500.0,19.0,19.0,12.0,1.0,8.0,15.0,-1.0,12.0,-8.0,2.0,17.0,27.0,39.0,88.0,48.0,113.0,11.0,1793,1793,1897,1897
Brooklyn,3014700,36047014700.0,21.0,21.0,0.0,10.0,3.0,-3.0,11.0,-3.0,9.0,22.0,,24.0,3.0,0.0,30.0,23.0,-3.0,895,895,989,989
Manhattan,1009200,36061009200.0,,,0.0,,-188.0,,,-10.0,0.0,,,,,0.0,132.0,0.0,-1.0,1418,1418,1220,1220
Manhattan,1011401,36061011401.0,123.0,123.0,-14.0,0.0,-55.0,-92.0,-1.0,0.0,,16.0,,,0.0,-1.0,2.0,1.0,41.0,1335,1335,1312,1312
Queens,4146300,36081146300.0,,,2.0,1.0,,1.0,2.0,1.0,-2.0,0.0,5.0,2.0,,,3.0,-1.0,0.0,1042,1042,1054,1054
Brooklyn,3025300,36047025300.0,19.0,19.0,1.0,-3.0,2.0,8.0,2.0,14.0,79.0,,65.0,11.0,82.0,60.0,21.0,0.0,5.0,1405,1405,1603,1603
Queens,4146700,36081146700.0,,,10.0,-1.0,3.0,31.0,6.0,6.0,-2.0,4.0,1.0,,7.0,0.0,7.0,0.0,0.0,1318,1318,1376,1376
Queens,4100801,36081100801.0,1.0,1.0,0.0,0.0,,,0.0,,,0.0,,-1.0,1.0,0.0,1.0,1.0,3.0,668,668,668,668
Manhattan,1000100,36061000100.0,,,,,,,,,,,,,,,,,,1,1,1,1
Brooklyn,3044800,36047044800.0,-3.0,-3.0,-2.0,,19.0,,,,-2.0,,,10.0,0.0,0.0,7.0,1.0,9.0,882,882,904,904
Brooklyn,3045000,36047045000.0,0.0,0.0,0.0,0.0,,0.0,,0.0,-1.0,0.0,,-3.0,0.0,-1.0,0.0,-1.0,-3.0,224,224,220,220
Brooklyn,3080200,36047080200.0,-1.0,-1.0,-2.0,0.0,6.0,6.0,-2.0,37.0,16.0,48.0,29.0,43.0,61.0,60.0,27.0,-1.0,35.0,1784,1784,1964,1964
Brooklyn,3075800,36047075800.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,-1.0,698,698,784,784
Queens,4115100,36081115100.0,0.0,0.0,0.0,1.0,0.0,-1.0,-2.0,-1.0,1.0,0.0,-1.0,-1.0,,0.0,1.0,0.0,2.0,388,388,384,384
Queens,4117100,36081117100.0,6.0,6.0,-2.0,-1.0,2.0,0.0,-2.0,11.0,0.0,1.0,,0.0,11.0,-5.0,2.0,2.0,-4.0,1013,1013,1028,1028
Queens,4040500,36081040500.0,32.0,32.0,,-2.0,7.0,11.0,,0.0,-10.0,8.0,2.0,2.0,,2.0,37.0,8.0,5.0,813,860,863,910
Queens,4040700,36081040700.0,0.0,0.0,24.0,12.0,19.0,1.0,-1.0,7.0,9.0,-5.0,21.0,,3.0,-1.0,5.0,13.0,5.0,1992,2070,2079,2157
Queens,4040900,36081040900.0,12.0,12.0,1.0,18.0,0.0,2.0,-4.0,-4.0,0.0,11.0,4.0,14.0,,3.0,1.0,17.0,-2.0,1319,1357,1373,1411
Manhattan,1013100,36061013100.0,,,21.0,-1.0,8.0,0.0,0.0,11.0,,424.0,-1.0,0.0,,,0.0,121.0,-1.0,2261,2261,2723,2723
Brooklyn,3062800,36047062800.0,0.0,1.0,0.0,-4.0,1.0,6.0,-1.0,-17.0,-19.0,32.0,7.0,0.0,7.0,9.0,8.0,3.0,14.0,2182,2182,2187,2187
Queens,4025700,36081025700.0,1.0,1.0,6.0,1.0,-7.0,1.0,,,,,1.0,,0.0,9.0,6.0,14.0,1.0,600,611,603,614
Queens,4026300,36081026300.0,42.0,42.0,37.0,-1.0,-3.0,12.0,-3.0,-6.0,16.0,7.0,15.0,,26.0,0.0,77.0,19.0,9.0,2198,2224,2314,2340
Queens,4026500,36081026500.0,9.0,9.0,4.0,50.0,4.0,0.0,-1.0,-4.0,,,154.0,,,8.0,13.0,-2.0,15.0,1520,1550,1736,1766
Queens,4029100,36081029100.0,10.0,10.0,4.0,3.0,,-2.0,0.0,1.0,1.0,3.0,1.0,0.0,,0.0,2.0,1.0,4.0,2508,2535,2529,2556
Queens,4029300,36081029300.0,2.0,2.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,0.0,1.0,1.0,422,430,428,436
Queens,4051300,36081051300.0,0.0,0.0,7.0,1.0,1.0,-2.0,5.0,8.0,0.0,0.0,0.0,1.0,,,3.0,1.0,2.0,871,871,892,892
Bronx,2021002,36005021002.0,,,0.0,,,,,,,,,,7.0,,221.0,,0.0,3136,3136,3136,3136
Bronx,2021200,36005021200.0,,,,0.0,,,,,,,,,,,,,,2318,2318,2318,2318
Bronx,2038800,36005038800.0,1.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,1.0,,5.0,,,,,1.0,7.0,930,930,948,948
Bronx,2039000,36005039000.0,6.0,13.0,3.0,2.0,2.0,35.0,-1.0,1.0,13.0,13.0,-6.0,6.0,6.0,20.0,88.0,1.0,24.0,1055,1055,1129,1129
Bronx,2038600,36005038600.0,4.0,4.0,2.0,-2.0,1.0,,2.0,14.0,9.0,28.0,5.0,10.0,3.0,0.0,11.0,5.0,24.0,2818,2818,2891,2891
Brooklyn,3028300,36047028300.0,1.0,13.0,-2.0,,0.0,1.0,,-1.0,32.0,35.0,10.0,6.0,5.0,0.0,33.0,20.0,12.0,1540,1540,1622,1622
Brooklyn,3037700,36047037700.0,20.0,20.0,1.0,-4.0,,-11.0,0.0,19.0,3.0,11.0,7.0,-3.0,16.0,1.0,16.0,-2.0,3.0,1717,1717,1760,1760
Brooklyn,3037300,36047037300.0,,,-2.0,1.0,-1.0,6.0,0.0,24.0,142.0,,2.0,4.0,116.0,,21.0,10.0,3.0,1641,1641,1817,1817
Brooklyn,3037500,36047037500.0,0.0,3.0,17.0,38.0,6.0,-2.0,3.0,73.0,113.0,38.0,12.0,6.0,49.0,17.0,43.0,16.0,16.0,1259,1259,1563,1563
Bronx,2022901,36005022901.0,,,,,,88.0,,19.0,10.0,-4.0,13.0,-1.0,26.0,92.0,10.0,,1.0,1849,1849,1974,1974
Manhattan,1014900,36061014900.0,,,,0.0,1.0,0.0,,,0.0,-5.0,0.0,,,2.0,114.0,0.0,0.0,4032,4032,4028,4028
Queens,4016900,36081016900.0,,,-1.0,,,,-2.0,,0.0,1.0,,0.0,,0.0,1.0,2.0,16.0,2579,2606,2577,2604
Bronx,2004600,36005004600.0,18.0,18.0,,,,-1.0,,,25.0,,,,-24.0,1.0,,1.0,1.0,648,648,690,690
Brooklyn,3034300,36047034300.0,0.0,1.0,,,,,,0.0,,,,0.0,54.0,,10.0,52.0,-3.0,2101,2101,2101,2101
Brooklyn,3034500,36047034500.0,,,,,-1.0,0.0,-3.0,-1.0,2.0,,11.0,29.0,23.0,10.0,,37.0,10.0,1149,1149,1186,1186
Brooklyn,3011200,36047011200.0,24.0,24.0,13.0,0.0,1.0,,-4.0,19.0,8.0,10.0,0.0,0.0,27.0,-3.0,42.0,3.0,-1.0,2001,2001,2072,2072
Bronx,2031000,36005031000.0,2.0,4.0,3.0,3.0,,0.0,,13.0,0.0,,1.0,0.0,4.0,1.0,5.0,3.0,2.0,1339,1339,1361,1361
Brooklyn,3007100,36047007100.0,-1.0,-1.0,-1.0,,-3.0,-2.0,-3.0,-8.0,0.0,-1.0,0.0,2.0,12.0,0.0,14.0,-4.0,-2.0,1729,1729,1712,1712
Brooklyn,3012700,36047012700.0,,,95.0,-8.0,,84.0,0.0,70.0,58.0,-5.0,-2.0,31.0,29.0,22.0,109.0,39.0,19.0,1492,1492,1815,1815
Brooklyn,3028600,36047028600.0,0.0,0.0,,,,0.0,,-2.0,,,,,,,6.0,0.0,0.0,2125,2125,2123,2123
Bronx,2016000,36005016000.0,,,4.0,1.0,2.0,0.0,-2.0,0.0,-2.0,1.0,,7.0,5.0,,10.0,0.0,8.0,1655,1655,1666,1666
Bronx,2027402,36005027402.0,-1.0,-1.0,,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,3.0,,1.0,0.0,1.0,1.0,1413,1413,1418,1418
Brooklyn,3050803,36047050803.0,1.0,1.0,,,15.0,,-4.0,,23.0,,24.0,,5.0,-1.0,273.0,,0.0,942,942,1001,1001
Brooklyn,3050804,36047050804.0,,,53.0,,,122.0,,,131.0,,1.0,,1.0,,7.0,,,2394,2394,2701,2701
Brooklyn,3039400,36047039400.0,,0.0,-7.0,-3.0,-1.0,-3.0,-2.0,-4.0,-3.0,-4.0,1.0,2.0,8.0,1.0,-2.0,-5.0,18.0,966,966,942,942
Brooklyn,3041402,36047041402.0,-1.0,-2.0,,1.0,0.0,-1.0,0.0,-3.0,-2.0,-3.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,765,765,758,758
Brooklyn,3041600,36047041600.0,,,0.0,-2.0,2.0,-3.0,0.0,-1.0,0.0,1.0,0.0,0.0,-2.0,0.0,-6.0,0.0,-8.0,891,891,888,888
Brooklyn,3093400,36047093400.0,,,0.0,,,,,,,,1.0,,2.0,,,1.0,,991,991,992,992
Brooklyn,3094600,36047094600.0,,,1.0,,,,,,,,,,,1.0,1.0,1.0,4.0,708,708,709,709
Queens,4048200,36081048200.0,,,,,0.0,,,,0.0,0.0,0.0,,,2.0,5.0,0.0,2.0,418,418,418,418
Brooklyn,3028502,36047028502.0,,,,,,,,,,,,,,,,,,1104,1104,1104,1104
Queens,4006100,36081006100.0,166.0,175.0,11.0,96.0,-3.0,5.0,17.0,127.0,26.0,4.0,9.0,47.0,17.0,10.0,15.0,52.0,5.0,2986,3009,3491,3514
Brooklyn,3072000,36047072000.0,,,,,,,,,,,,,,,0.0,,1.0,681,681,681,681
Brooklyn,3072200,36047072200.0,,1.0,,,2.0,1.0,,,,,,,0.0,,,0.0,0.0,967,967,970,970
Manhattan,1022700,36061022700.0,0.0,0.0,1.0,5.0,-5.0,11.0,3.0,0.0,-4.0,2.0,-6.0,3.0,28.0,-5.0,27.0,-6.0,-27.0,2387,2387,2397,2397
Queens,4083800,36081083800.0,2.0,2.0,8.0,3.0,7.0,1.0,4.0,-2.0,-1.0,5.0,4.0,2.0,2.0,-1.0,10.0,3.0,0.0,1589,1589,1622,1622
Manhattan,1017402,36061017402.0,,,,135.0,,-1.0,34.0,,-4.0,,,,384.0,14.0,420.0,15.0,200.0,896,896,1060,1060
Bronx,2042901,36005042901.0,,,,2.0,,,,,,,80.0,1.0,70.0,,99.0,98.0,0.0,1256,1256,1339,1339
Queens,4046400,36081046400.0,,,1.0,,,-1.0,,,,0.0,-2.0,18.0,,,1.0,,2.0,538,538,554,554
Brooklyn,3024300,36047024300.0,5.0,10.0,17.0,17.0,23.0,3.0,-4.0,3.0,39.0,16.0,57.0,92.0,2.0,9.0,67.0,5.0,6.0,1928,1928,2196,2196
Brooklyn,3025100,36047025100.0,-5.0,-5.0,1.0,8.0,5.0,59.0,38.0,1.0,21.0,7.0,27.0,-2.0,0.0,,87.0,17.0,0.0,1522,1522,1682,1682
Brooklyn,3026500,36047026500.0,34.0,34.0,5.0,,0.0,6.0,-2.0,7.0,65.0,68.0,32.0,7.0,30.0,4.0,20.0,42.0,9.0,1677,1677,1899,1899
Queens,4109700,36081109700.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0,-1.0,0.0,15.0,-1.0,0.0,0.0,3.0,8.0,1.0,682,682,694,694
Manhattan,1008800,36061008800.0,,,0.0,,0.0,,,0.0,373.0,553.0,429.0,,,0.0,81.0,,1.0,5619,5619,6974,6974
Manhattan,1009000,36061009000.0,0.0,76.0,0.0,-8.0,1.0,88.0,,-25.0,-9.0,-66.0,,0.0,,,20.0,55.0,93.0,5775,5775,5756,5756
Brooklyn,3018100,36047018100.0,-1.0,-11.0,-1.0,0.0,2.0,-4.0,0.0,-7.0,1.0,5.0,26.0,-1.0,-1.0,-3.0,-16.0,13.0,-17.0,2288,2288,2308,2308
Queens,4084601,36081084601.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,7.0,1.0,1.0,9.0,3.0,4.0,1.0,5.0,1.0,2.0,937,937,969,969
Queens,4129102,36081129102.0,2.0,2.0,2.0,2.0,-1.0,0.0,0.0,1.0,5.0,0.0,-2.0,1.0,0.0,1.0,0.0,1.0,4.0,1274,1274,1284,1284
Queens,4074900,36081074900.0,,,,,-1.0,,0.0,,,,,0.0,0.0,1.0,0.0,,1.0,577,577,576,576
Bronx,2042600,36005042600.0,,3.0,6.0,8.0,2.0,5.0,4.0,0.0,2.0,,4.0,1.0,3.0,0.0,6.0,-1.0,2.0,2253,2253,2285,2285
Brooklyn,3003700,36047003700.0,246.0,246.0,275.0,,36.0,-16.0,-34.0,0.0,1643.0,368.0,184.0,480.0,43.0,0.0,778.0,18.0,42.0,201,201,3383,3383
Brooklyn,3003900,36047003900.0,0.0,0.0,0.0,-2.0,-1.0,0.0,1.0,17.0,40.0,37.0,0.0,61.0,316.0,30.0,3.0,8.0,12.0,1040,1040,1193,1193
Brooklyn,3017400,36047017400.0,0.0,0.0,,-1.0,0.0,,,-1.0,-2.0,,17.0,,1.0,,,1.0,,832,832,845,845
Brooklyn,3017600,36047017600.0,,,0.0,,2.0,,,,5.0,,,,0.0,,1.0,,1.0,996,996,1003,1003
Queens,4139900,36081139900.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578,578,578,578
Queens,4144100,36081144100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,,2.0,0.0,1.0,1218,1218,1226,1226
Brooklyn,3035700,36047035700.0,,,,,,0.0,,0.0,,,7.0,,65.0,-1.0,29.0,,-3.0,932,932,939,939
Brooklyn,3035900,36047035900.0,0.0,16.0,3.0,2.0,,,-2.0,-7.0,11.0,13.0,11.0,11.0,76.0,14.0,9.0,1.0,10.0,2227,2227,2269,2269
Bronx,2014100,36005014100.0,855.0,853.0,157.0,0.0,,,,152.0,42.0,59.0,501.0,9.0,22.0,10.0,36.0,37.0,6.0,1271,1271,3046,3046
Bronx,2018400,36005018400.0,,,5.0,1.0,4.0,-1.0,,0.0,,,0.0,,,2.0,2.0,1.0,2.0,1672,1672,1681,1681
Bronx,2016400,36005016400.0,,,,,-1.0,0.0,-1.0,,0.0,1.0,,0.0,0.0,,0.0,,-1.0,481,481,480,480
Brooklyn,3028100,36047028100.0,,,,93.0,57.0,35.0,,139.0,53.0,11.0,37.0,30.0,1.0,6.0,28.0,-1.0,6.0,1635,1635,2090,2090
Queens,4051100,36081051100.0,1.0,1.0,-1.0,1.0,6.0,,6.0,0.0,1.0,2.0,0.0,,1.0,-1.0,3.0,6.0,6.0,833,833,849,849
Queens,4025400,36081025400.0,29.0,34.0,26.0,14.0,8.0,0.0,1.0,-1.0,1.0,12.0,2.0,3.0,26.0,-1.0,42.0,0.0,10.0,3134,3134,3229,3229
Manhattan,1001402,36061001402.0,2.0,2.0,,,0.0,0.0,-23.0,16.0,349.0,,44.0,263.0,355.0,378.0,83.0,0.0,0.0,1433,1433,2084,2084
Queens,4044601,36081044601.0,0.0,0.0,12.0,0.0,,101.0,0.0,,,0.0,,2.0,218.0,605.0,487.0,2.0,0.0,1296,1296,1411,1411
Queens,4046000,36081046000.0,,1.0,,,,0.0,-1.0,11.0,,-1.0,,1.0,635.0,24.0,9.0,20.0,82.0,2009,2009,2019,2019
Queens,4024000,36081024000.0,0.0,346.0,0.0,-2.0,,66.0,,-4.0,-7.0,,33.0,0.0,140.0,,269.0,70.0,59.0,1706,1706,1792,1792
Queens,4013700,36081013700.0,1.0,1.0,-2.0,-2.0,2.0,1.0,-3.0,-1.0,2.0,0.0,2.0,,198.0,3.0,4.0,0.0,16.0,838,860,838,860
Queens,4006900,36081006900.0,52.0,79.0,24.0,42.0,32.0,14.0,31.0,107.0,66.0,48.0,20.0,21.0,26.0,20.0,127.0,61.0,26.0,2209,2271,2666,2728
Queens,4006501,36081006501.0,2.0,2.0,12.0,,-1.0,1.0,,,-2.0,23.0,14.0,-2.0,27.0,0.0,45.0,25.0,7.0,1992,1995,2039,2042
Queens,4012500,36081012500.0,,0.0,,3.0,,,0.0,0.0,0.0,29.0,,2.0,2.0,,,21.0,13.0,754,784,788,818
Brooklyn,3015000,36047015000.0,,,-1.0,0.0,,-1.0,-5.0,,,-1.0,1.0,,,,12.0,0.0,-1.0,823,823,816,816
Manhattan,1007000,36061007000.0,129.0,129.0,-1.0,0.0,1.0,1.0,-16.0,-4.0,,-4.0,0.0,-4.0,160.0,-20.0,156.0,12.0,-24.0,5775,5775,5877,5877
Queens,4009500,36081009500.0,1.0,1.0,,,-1.0,2.0,1.0,,0.0,4.0,1.0,,1.0,,4.0,2.0,1.0,1058,1081,1066,1089
Queens,4035200,36081035200.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,-1.0,1.0,1.0,,5.0,,6.0,7.0,4.0,789,789,803,803
Staten Island,5002700,36085002700.0,-3.0,-3.0,6.0,,0.0,8.0,,,,-9.0,,4.0,4.0,-1.0,12.0,15.0,24.0,505,505,511,511
Brooklyn,3118201,36047118201.0,,6.0,1.0,,-1.0,1.0,0.0,,,,,,1.0,,,1.0,1.0,956,956,957,957
Queens,4041400,36081041400.0,5.0,5.0,,,2.0,-1.0,5.0,1.0,2.0,6.0,1.0,1.0,15.0,3.0,8.0,28.0,4.0,1381,1381,1403,1403
Queens,4044000,36081044000.0,9.0,11.0,1.0,9.0,3.0,6.0,0.0,-1.0,4.0,13.0,4.0,2.0,6.0,1.0,1.0,1.0,19.0,1312,1312,1362,1362
Queens,4099701,36081099701.0,0.0,4.0,0.0,1.0,-1.0,3.0,5.0,2.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,5.0,1.0,1.0,1284,1284,1293,1293
Staten Island,5031902,36085031902.0,2.0,9.0,14.0,-4.0,1.0,-2.0,18.0,2.0,1.0,-4.0,17.0,11.0,5.0,0.0,9.0,-3.0,2.0,1729,1729,1785,1785
Queens,4150701,36081150701.0,0.0,1.0,0.0,4.0,2.0,0.0,-1.0,-1.0,4.0,0.0,2.0,-1.0,0.0,1.0,5.0,3.0,2.0,1116,1116,1125,1125
Queens,4063500,36081063500.0,,,,,,,0.0,,,-1.0,,0.0,,,-1.0,,-1.0,1023,1023,1022,1022
Queens,4077908,36081077908.0,12.0,12.0,,,-1.0,,,1.0,24.0,,1.0,,,,44.0,,,1407,1407,1444,1444
Brooklyn,3018300,36047018300.0,15.0,15.0,-2.0,,0.0,-3.0,23.0,0.0,5.0,-2.0,,1.0,3.0,1.0,-2.0,12.0,-14.0,1316,1316,1353,1353
Brooklyn,3021100,36047021100.0,,,101.0,212.0,,,18.0,108.0,16.0,1.0,1.0,0.0,6.0,90.0,6.0,1.0,15.0,587,587,1044,1044
Brooklyn,3018700,36047018700.0,24.0,24.0,,,,3.0,,1.0,,2.0,0.0,,0.0,,6.0,6.0,20.0,621,621,651,651
Bronx,2008700,36005008700.0,108.0,108.0,110.0,,0.0,,0.0,,0.0,0.0,,29.0,,0.0,0.0,4.0,,1820,1820,2067,2067
Bronx,2008400,36005008400.0,2.0,2.0,3.0,,,0.0,,,3.0,1.0,1.0,,3.0,,4.0,1.0,9.0,749,749,759,759
Bronx,2006700,36005006700.0,,0.0,,1.0,6.0,2.0,,24.0,3.0,0.0,8.0,3.0,6.0,28.0,42.0,0.0,17.0,2372,2372,2419,2419
Queens,4053100,36081053100.0,,0.0,-2.0,-1.0,2.0,-1.0,12.0,,1.0,2.0,0.0,,1.0,-2.0,5.0,1.0,4.0,1323,1323,1336,1336
Brooklyn,3004300,36047004300.0,23.0,65.0,12.0,-2.0,10.0,66.0,2.0,155.0,5.0,-2.0,14.0,,1.0,10.0,43.0,60.0,-5.0,1581,1581,1864,1864
Brooklyn,3004500,36047004500.0,-4.0,-6.0,,-10.0,-1.0,-1.0,-5.0,-2.0,0.0,6.0,-3.0,-1.0,-2.0,-4.0,22.0,-11.0,-4.0,1740,1740,1719,1719
Brooklyn,3017500,36047017500.0,,,,,,,,,,,,,,,,,,2,2,2,2
Manhattan,1001200,36061001200.0,,,,,14.0,,,,,0.0,,0.0,59.0,-16.0,70.0,,1.0,1784,1784,1798,1798
Queens,4148300,36081148300.0,3.0,3.0,0.0,1.0,-1.0,1.0,3.0,0.0,0.0,-2.0,0.0,1.0,6.0,2.0,7.0,3.0,5.0,1075,1075,1081,1081
Bronx,2020501,36005020501.0,,,,128.0,,81.0,-2.0,-1.0,18.0,,6.0,-1.0,66.0,-3.0,39.0,,,2688,2688,2917,2917
Manhattan,1022400,36061022400.0,3.0,49.0,78.0,0.0,2.0,27.0,20.0,86.0,2.0,4.0,29.0,,40.0,,48.0,-7.0,26.0,2746,2746,2997,2997
Queens,4015801,36081015801.0,0.0,0.0,2.0,0.0,1.0,2.0,,2.0,2.0,,-1.0,0.0,1.0,-9.0,26.0,-1.0,9.0,1072,1072,1080,1080
Queens,4024600,36081024600.0,,,,,,,,,,,,,,,,,,0,0,0,0
Queens,4024900,36081024900.0,1.0,2.0,-1.0,-1.0,-1.0,0.0,,,-1.0,4.0,-1.0,-1.0,,85.0,8.0,0.0,2.0,2202,2224,2201,2223
Queens,4046200,36081046200.0,,27.0,37.0,31.0,1.0,94.0,2.0,-1.0,14.0,0.0,13.0,19.0,59.0,19.0,63.0,18.0,100.0,2192,2192,2402,2402
Manhattan,1007200,36061007200.0,1.0,-2.0,3.0,10.0,7.0,-24.0,-6.0,0.0,0.0,-21.0,37.0,0.0,5.0,-21.0,99.0,64.0,157.0,5390,5390,5397,5397
Manhattan,1007400,36061007400.0,1.0,-19.0,0.0,-6.0,167.0,-35.0,290.0,-2.0,72.0,70.0,129.0,165.0,82.0,0.0,233.0,369.0,100.0,2955,2955,3806,3806
Queens,4056000,36081056000.0,-1.0,-1.0,3.0,,1.0,,-1.0,2.0,,,2.0,1.0,1.0,,1.0,,2.0,502,502,509,509
Queens,4043900,36081043900.0,-1.0,5.0,9.0,14.0,1.0,,1.0,4.0,-1.0,9.0,13.0,,1.0,12.0,5.0,,14.0,1263,1263,1312,1312
Brooklyn,3036900,36047036900.0,2.0,3.0,62.0,3.0,7.0,48.0,0.0,8.0,18.0,38.0,48.0,9.0,0.0,66.0,72.0,0.0,9.0,1983,1983,2226,2226
Queens,4142900,36081142900.0,6.0,14.0,22.0,-1.0,0.0,3.0,0.0,-1.0,2.0,2.0,1.0,4.0,11.0,4.0,14.0,5.0,8.0,1295,1295,1333,1333
Queens,4145101,36081145101.0,0.0,0.0,0.0,0.0,-3.0,6.0,2.0,,0.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,489,489,501,501
Brooklyn,3050202,36047050202.0,,,9.0,-1.0,,,,,-1.0,0.0,-1.0,1.0,1.0,-1.0,8.0,1.0,1.0,1096,1096,1103,1103
Bronx,2035800,36005035800.0,5.0,8.0,5.0,0.0,6.0,19.0,2.0,,2.0,8.0,1.0,5.0,18.0,-1.0,27.0,2.0,1.0,2576,2576,2629,2629
Manhattan,1011500,36061011500.0,0.0,0.0,813.0,200.0,8.0,108.0,6.0,0.0,0.0,45.0,0.0,0.0,182.0,34.0,-5.0,55.0,-18.0,1456,1456,2636,2636
Queens,4103201,36081103201.0,,,6.0,1.0,-1.0,,,,,2.0,,0.0,15.0,,23.0,0.0,-5.0,2067,2067,2075,2075
Queens,4019800,36081019800.0,0.0,5.0,6.0,0.0,,2.0,-3.0,,2.0,,1.0,-1.0,3.0,4.0,3.0,,3.0,911,911,918,918
Queens,4019600,36081019600.0,2.0,7.0,,3.0,3.0,,,,0.0,1.0,1.0,8.0,0.0,,3.0,,3.0,854,854,872,872
Queens,4020200,36081020200.0,6.0,6.0,2.0,0.0,1.0,,,1.0,0.0,-1.0,12.0,1.0,,,5.0,,6.0,419,419,441,441
Queens,4043701,36081043701.0,6.0,7.0,40.0,1.0,4.0,6.0,5.0,,7.0,0.0,0.0,0.0,17.0,-3.0,18.0,2.0,3.0,843,843,912,912
