boro,bct2010,centract10,comp2010ap,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,filed,approved,permitted,withdrawn,inactive,cenunits10,adjunits10,total,totaladj
Queens,4003200,36081003200.0,1.0,5.0,1.0,,,0.0,,1.0,,,0.0,1.0,,,,,0.0,512,512,516,516
Queens,4112900,36081112900.0,1.0,3.0,2.0,0.0,,-1.0,0.0,1.0,0.0,,-2.0,,,,3.0,1.0,-1.0,943,943,944,944
Queens,4026700,36081026700.0,60.0,60.0,,0.0,-1.0,-3.0,-4.0,-4.0,-3.0,8.0,-7.0,10.0,-1.0,1.0,11.0,12.0,45.0,2136,2154,2192,2210
Bronx,2036901,36005036901.0,3.0,3.0,3.0,,,0.0,,-2.0,-6.0,-1.0,,-1.0,287.0,,178.0,64.0,,791,791,787,787
Bronx,2036902,36005036902.0,,,,8.0,,,54.0,-1.0,6.0,26.0,,,10.0,-3.0,1.0,,21.0,762,762,855,855
Queens,4047000,36081047000.0,0.0,0.0,,0.0,1.0,,,,-1.0,0.0,1.0,1.0,,0.0,9.0,1.0,2.0,917,917,919,919
Bronx,2023501,36005023501.0,,0.0,,,,,,,,,114.0,,,,,,,1061,1061,1175,1175
Bronx,2040302,36005040302.0,,,,,,,,,,,,,4.0,0.0,,,0.0,1413,1413,1413,1413
Bronx,2026702,36005026702.0,,,4.0,,,-1.0,,,,-3.0,0.0,-3.0,10.0,17.0,60.0,,1.0,2489,2489,2486,2486
Queens,4048000,36081048000.0,2.0,2.0,,3.0,4.0,0.0,,2.0,1.0,,0.0,0.0,30.0,0.0,0.0,67.0,6.0,706,706,718,718
Bronx,2023302,36005023302.0,,27.0,,,,,-2.0,1.0,2.0,29.0,,,0.0,,1.0,0.0,,1020,1020,1050,1050
Queens,4018800,36081018800.0,4.0,4.0,4.0,1.0,0.0,2.0,2.0,1.0,1.0,,,2.0,7.0,-1.0,1.0,,1.0,409,409,426,426
Queens,4019200,36081019200.0,,,,1.0,0.0,0.0,,,-1.0,,4.0,-1.0,,,5.0,-2.0,,675,675,678,678
Queens,4017400,36081017400.0,2.0,2.0,1.0,,1.0,,,0.0,,1.0,0.0,1.0,,,,1.0,3.0,704,704,710,710
Queens,4017600,36081017600.0,3.0,3.0,2.0,,-1.0,3.0,0.0,,1.0,1.0,,,3.0,-1.0,0.0,,5.0,649,649,658,658
Queens,4143500,36081143500.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,-1.0,2.0,0.0,3.0,15.0,1.0,-1.0,2.0,4.0,1.0,750,750,779,779
Queens,4013800,36081013800.0,,,,52.0,6.0,2.0,-1.0,,4.0,2.0,,,,0.0,1.0,1.0,0.0,1486,1486,1551,1551
Queens,4028400,36081028400.0,5.0,6.0,6.0,5.0,5.0,2.0,3.0,,2.0,5.0,1.0,3.0,4.0,6.0,16.0,1.0,9.0,1117,1117,1154,1154
Queens,4058000,36081058000.0,7.0,9.0,0.0,1.0,,0.0,,0.0,,0.0,0.0,,0.0,,1.0,-1.0,4.0,1150,1150,1158,1158
Queens,4071303,36081071303.0,1.0,1.0,,,,,,0.0,,,,,,,,,,2769,2769,2770,2770
Queens,4077902,36081077902.0,2.0,2.0,-2.0,-2.0,0.0,1.0,-1.0,1.0,0.0,-1.0,-3.0,0.0,4.0,1.0,3.0,-3.0,-1.0,1801,1801,1796,1796
Queens,4077907,36081077907.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1040,1040,1053,1053
Queens,4017000,36081017000.0,1.0,1.0,1.0,,1.0,4.0,2.0,,-2.0,1.0,-1.0,1.0,0.0,,2.0,3.0,3.0,757,757,765,765
Queens,4019400,36081019400.0,2.0,2.0,1.0,0.0,,,1.0,,1.0,3.0,1.0,1.0,2.0,11.0,8.0,1.0,1.0,845,845,855,855
Brooklyn,3097400,36047097400.0,,,20.0,,,,,1.0,1.0,2.0,1.0,,,,1.0,,9.0,760,760,785,785
Brooklyn,3044500,36047044500.0,6.0,6.0,,4.0,,0.0,14.0,60.0,16.0,,9.0,28.0,146.0,37.0,-1.0,4.0,30.0,1575,1575,1712,1712
Brooklyn,3006600,36047006600.0,0.0,0.0,,,1.0,1.0,,,,,0.0,0.0,,0.0,1.0,0.0,-1.0,1781,1781,1783,1783
Brooklyn,3062000,36047062000.0,3.0,3.0,0.0,5.0,-1.0,-1.0,-1.0,-2.0,0.0,1.0,-2.0,6.0,-3.0,-1.0,6.0,-1.0,1.0,845,845,853,853
Brooklyn,3039000,36047039000.0,2.0,1.0,,,1.0,-1.0,,-1.0,-2.0,-2.0,-2.0,-3.0,-1.0,,-2.0,0.0,0.0,988,988,980,980
Bronx,2032800,36005032800.0,,,7.0,2.0,3.0,,2.0,,,,0.0,,1.0,50.0,-3.0,,3.0,1479,1479,1493,1493
Bronx,2034000,36005034000.0,5.0,5.0,,,0.0,0.0,-2.0,1.0,,22.0,-6.0,17.0,39.0,24.0,32.0,78.0,4.0,1814,1814,1851,1851
Brooklyn,3004900,36047004900.0,,,-3.0,,-2.0,-2.0,7.0,-5.0,-2.0,42.0,4.0,-1.0,0.0,,99.0,,-4.0,1070,1070,1108,1108
Brooklyn,3009400,36047009400.0,5.0,5.0,7.0,2.0,-1.0,0.0,-1.0,16.0,0.0,,11.0,-2.0,0.0,0.0,16.0,57.0,21.0,1676,1676,1713,1713
Brooklyn,3009600,36047009600.0,1.0,1.0,4.0,3.0,6.0,1.0,,6.0,,0.0,3.0,6.0,1.0,2.0,28.0,16.0,4.0,1881,1881,1911,1911
Brooklyn,3008200,36047008200.0,8.0,10.0,,3.0,,3.0,,5.0,-2.0,,8.0,-1.0,7.0,-1.0,20.0,2.0,16.0,1390,1390,1414,1414
Brooklyn,3008600,36047008600.0,,,,,,,,,,,,,,,,,,0,0,0,0
Brooklyn,3117602,36047117602.0,1.0,1.0,,,1.0,,,0.0,9.0,1.0,-1.0,-2.0,12.0,,24.0,0.0,10.0,1082,1082,1091,1091
Brooklyn,3034900,36047034900.0,,,-1.0,,0.0,2.0,-9.0,,98.0,23.0,5.0,,13.0,33.0,57.0,17.0,21.0,2084,2084,2202,2202
Brooklyn,3035100,36047035100.0,,,-3.0,-3.0,,82.0,1.0,2.0,0.0,1.0,,,7.0,3.0,18.0,4.0,18.0,1756,1756,1836,1836
Brooklyn,3064200,36047064200.0,0.0,0.0,,0.0,47.0,-2.0,,,0.0,29.0,,,,-1.0,-1.0,,-1.0,1042,1042,1116,1116
Brooklyn,3064400,36047064400.0,0.0,0.0,1.0,-1.0,,-1.0,0.0,,,,0.0,,0.0,-1.0,19.0,,0.0,1034,1034,1033,1033
Queens,4005500,36081005500.0,-1.0,-1.0,,-2.0,0.0,0.0,0.0,,,179.0,43.0,,82.0,4.0,173.0,0.0,46.0,393,398,612,617
Manhattan,1011900,36061011900.0,0.0,0.0,-2.0,0.0,-1.0,0.0,,0.0,-1.0,0.0,,-2.0,0.0,0.0,-83.0,-16.0,67.0,1073,1073,1067,1067
Manhattan,1012500,36061012500.0,0.0,0.0,0.0,-4.0,-13.0,0.0,,0.0,0.0,,-2.0,0.0,,,5.0,-2.0,-4.0,2155,2155,2136,2136
Manhattan,1022500,36061022500.0,117.0,117.0,33.0,2.0,,0.0,2.0,8.0,-4.0,6.0,,,2.0,,17.0,-1.0,4.0,3873,3873,4037,4037
Manhattan,1029300,36061029300.0,0.0,0.0,,,0.0,,,,,,,,,,-4.0,-1.0,0.0,3001,3001,3001,3001
Brooklyn,3020000,36047020000.0,,0.0,0.0,,-1.0,,,-2.0,-4.0,0.0,,,,0.0,1.0,,2.0,878,878,871,871
Brooklyn,3020200,36047020200.0,,,-1.0,2.0,,0.0,,-1.0,,,,,,,2.0,-1.0,,820,820,820,820
Brooklyn,3016800,36047016800.0,4.0,4.0,1.0,0.0,,,0.0,1.0,1.0,,,,1.0,1.0,1.0,0.0,1.0,806,806,813,813
Bronx,2015800,36005015800.0,-1.0,-1.0,0.0,,,,,1.0,,-2.0,,-2.0,,4.0,1.0,-1.0,,480,480,476,476
Manhattan,1003001,36061003001.0,0.0,0.0,5.0,1.0,6.0,5.0,0.0,5.0,4.0,91.0,253.0,,0.0,,0.0,81.0,57.0,2606,2606,2976,2976
Bronx,2015200,36005015200.0,,,0.0,2.0,,-4.0,,-3.0,2.0,,4.0,,0.0,,1.0,0.0,0.0,987,987,988,988
Brooklyn,3058200,36047058200.0,0.0,0.0,1.0,0.0,1.0,5.0,,,-2.0,14.0,4.0,1.0,-2.0,-1.0,0.0,0.0,-1.0,1149,1149,1173,1173
Brooklyn,3055400,36047055400.0,9.0,9.0,,,0.0,8.0,-1.0,-2.0,35.0,4.0,-2.0,-2.0,,16.0,45.0,0.0,0.0,1856,1856,1905,1905
Brooklyn,3055600,36047055600.0,-1.0,-1.0,2.0,-1.0,-4.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-2.0,-3.0,0.0,0.0,1539,1539,1531,1531
Brooklyn,3083400,36047083400.0,,,1.0,,,,,,,,,,58.0,,1.0,,0.0,572,572,573,573
Brooklyn,3085400,36047085400.0,,,8.0,,1.0,,,,,,-1.0,,0.0,17.0,,3.0,-2.0,720,720,728,728
Bronx,2022403,36005022403.0,,,,,,,,,,2.0,,,,,3.0,4.0,0.0,1340,1340,1342,1342
Manhattan,1001600,36061001600.0,32.0,32.0,8.0,2.0,4.0,0.0,,8.0,93.0,8.0,-22.0,6.0,2.0,,27.0,21.0,83.0,3352,3352,3491,3491
Brooklyn,3046201,36047046201.0,0.0,0.0,,-1.0,0.0,15.0,0.0,-1.0,,1.0,0.0,,2.0,1.0,0.0,,1.0,1145,1145,1159,1159
Bronx,2044800,36005044800.0,,-1.0,0.0,5.0,5.0,,2.0,2.0,6.0,5.0,0.0,,0.0,,7.0,1.0,,706,706,731,731
Bronx,2034200,36005034200.0,,,-1.0,-5.0,,1.0,,,1.0,-1.0,-2.0,,43.0,2.0,0.0,,1.0,640,640,633,633
Bronx,2034400,36005034400.0,,,3.0,-1.0,2.0,4.0,,,,,-1.0,,12.0,2.0,0.0,8.0,-1.0,642,642,649,649
Brooklyn,3025901,36047025901.0,,,45.0,,,5.0,-3.0,11.0,-2.0,,29.0,-1.0,,,143.0,52.0,45.0,738,738,822,822
Brooklyn,3025902,36047025902.0,,,,,,,,,,,,,,,,,,1057,1057,1057,1057
Bronx,2022404,36005022404.0,,,,0.0,,,,,,,,,,,,,4.0,1863,1863,1863,1863
Queens,4094700,36081094700.0,2.0,2.0,0.0,,,2.0,,-1.0,3.0,-3.0,4.0,-1.0,4.0,0.0,1.0,,1.0,863,863,869,869
Brooklyn,3098200,36047098200.0,,,,,,,,,,,,,,,,,,1592,1592,1592,1592
Brooklyn,3003000,36047003000.0,,,,0.0,1.0,,,,0.0,,,,,-2.0,-1.0,1.0,-1.0,786,786,787,787
Queens,4140300,36081140300.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,806,806,805,805
Queens,4061302,36081061302.0,,,,,,,,,,,,,,,,,,12,12,12,12
Queens,4062300,36081062300.0,,,,,1.0,1.0,,,,-1.0,,2.0,0.0,,0.0,0.0,2.0,801,801,804,804
Queens,4062500,36081062500.0,0.0,1.0,,0.0,0.0,,,,0.0,,0.0,1.0,-1.0,2.0,1.0,0.0,0.0,971,971,972,972
Queens,4074500,36081074500.0,0.0,12.0,0.0,0.0,0.0,2.0,,0.0,,,,,7.0,,445.0,0.0,0.0,1597,1597,1599,1599
Queens,4101700,36081101700.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,-1.0,-1.0,3.0,1.0,9.0,3.0,-1.0,4.0,2.0,1.0,2532,2532,2551,2551
Queens,4114100,36081114100.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,881,881,884,884
Queens,4045000,36081045000.0,0.0,3.0,1.0,2.0,3.0,0.0,,3.0,4.0,,1.0,-1.0,1.0,33.0,5.0,,1.0,600,600,613,613
Queens,4122300,36081122300.0,-1.0,-1.0,2.0,3.0,9.0,7.0,-7.0,6.0,7.0,0.0,2.0,2.0,6.0,-1.0,12.0,-1.0,2.0,1232,1232,1262,1262
Queens,4134100,36081134100.0,0.0,0.0,1.0,7.0,8.0,0.0,4.0,0.0,-1.0,0.0,3.0,2.0,11.0,-4.0,6.0,0.0,-1.0,1091,1091,1115,1115
Brooklyn,3036002,36047036002.0,,,,,,,,,,,,,1.0,,0.0,2.0,0.0,2233,2233,2233,2233
Brooklyn,3056100,36047056100.0,8.0,8.0,1.0,,-2.0,1.0,4.0,10.0,93.0,4.0,1.0,,174.0,77.0,806.0,60.0,35.0,1606,1606,1726,1726
Bronx,2033201,36005033201.0,,,9.0,5.0,,-1.0,,,-9.0,,-1.0,,33.0,19.0,136.0,,10.0,1946,1946,1949,1949
Queens,4015200,36081015200.0,,,4.0,12.0,,,3.0,0.0,,-2.0,1.0,7.0,0.0,2.0,1.0,1.0,9.0,787,787,812,812
Queens,4047200,36081047200.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,47.0,0.0,4.0,0.0,2.0,1338,1338,1343,1343
Brooklyn,3093200,36047093200.0,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,420,420,420,420
Queens,4059000,36081059000.0,0.0,0.0,1.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,386,386,387,387
Queens,4004700,36081004700.0,1.0,1.0,2.0,,1.0,,,1.0,-1.0,,,,,,2.0,0.0,,1880,1895,1884,1899
Brooklyn,3090800,36047090800.0,,,,,-1.0,,,,161.0,,,,27.0,16.0,39.0,38.0,0.0,1315,1315,1475,1475
Staten Island,5011402,36085011402.0,6.0,6.0,4.0,1.0,6.0,1.0,2.0,3.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,3.0,1407,1407,1443,1443
Brooklyn,3111800,36047111800.0,0.0,-2.0,,,2.0,2.0,3.0,4.0,,,1.0,,7.0,2.0,9.0,-2.0,2.0,1142,1142,1154,1154
Queens,4091900,36081091900.0,3.0,17.0,2.0,11.0,16.0,-1.0,2.0,1.0,-2.0,0.0,11.0,0.0,5.0,-2.0,19.0,11.0,13.0,1782,1782,1825,1825
Queens,4092500,36081092500.0,11.0,12.0,0.0,2.0,3.0,1.0,2.0,-2.0,-1.0,7.0,1.0,2.0,5.0,20.0,3.0,2.0,8.0,1334,1334,1360,1360
Brooklyn,3076600,36047076600.0,,,,,-1.0,-2.0,,0.0,22.0,,,,,22.0,,,,735,735,754,754
Manhattan,1012000,36061012000.0,,,0.0,0.0,21.0,0.0,-2.0,-1.0,2.0,-1.0,1.0,,0.0,-1.0,1.0,5.0,-1.0,2561,2561,2581,2581
Manhattan,1012800,36061012800.0,0.0,0.0,-1.0,-1.0,-9.0,0.0,-10.0,-2.0,-6.0,1.0,0.0,0.0,-4.0,,1.0,-1.0,-3.0,3689,3689,3661,3661
Brooklyn,3040300,36047040300.0,87.0,87.0,4.0,0.0,27.0,,17.0,1.0,22.0,19.0,15.0,51.0,61.0,8.0,68.0,1.0,16.0,1353,1353,1596,1596
Brooklyn,3052700,36047052700.0,4.0,4.0,32.0,2.0,6.0,47.0,31.0,20.0,0.0,9.0,36.0,16.0,0.0,12.0,81.0,75.0,33.0,2438,2438,2641,2641
Brooklyn,3052900,36047052900.0,1.0,1.0,-3.0,,12.0,0.0,-15.0,3.0,-1.0,,0.0,29.0,,,0.0,0.0,99.0,1095,1095,1121,1121
Queens,4045600,36081045600.0,1.0,1.0,,2.0,,,,1.0,,1.0,2.0,,,2.0,1.0,,2.0,374,374,381,381
Bronx,2021100,36005021100.0,,,,-3.0,,-11.0,0.0,,60.0,106.0,,,122.0,0.0,35.0,1.0,0.0,1960,1960,2112,2112
Queens,4050500,36081050500.0,-1.0,-1.0,,,0.0,2.0,,,2.0,,1.0,,1.0,,0.0,0.0,1.0,682,682,686,686
Bronx,2022800,36005022800.0,1.0,1.0,-2.0,3.0,,-1.0,,2.0,-1.0,16.0,,,38.0,-2.0,14.0,1.0,1.0,2537,2537,2555,2555
Bronx,2027300,36005027300.0,,,,85.0,,,,-1.0,-3.0,-1.0,40.0,,32.0,-5.0,56.0,,2.0,2670,2670,2790,2790
Bronx,2042000,36005042000.0,22.0,20.0,30.0,,,12.0,,,3.0,,,,42.0,,,1.0,4.0,1467,1467,1534,1534
Bronx,2040800,36005040800.0,-1.0,-1.0,,6.0,65.0,,-2.0,-1.0,2.0,,,1.0,,0.0,,-4.0,2.0,1618,1618,1688,1688
Brooklyn,3025700,36047025700.0,8.0,8.0,5.0,15.0,5.0,5.0,,12.0,-6.0,133.0,12.0,89.0,34.0,7.0,181.0,2.0,19.0,707,707,985,985
Bronx,2026701,36005026701.0,,,,,,,,,,,-1.0,,,1.0,15.0,,3.0,1388,1388,1387,1387
Queens,4063301,36081063301.0,,,0.0,0.0,1.0,0.0,,,,,,,3.0,,,0.0,3.0,587,587,588,588
Queens,4063302,36081063302.0,-1.0,-1.0,,0.0,1.0,0.0,,-1.0,,,,,9.0,,1.0,,0.0,606,606,605,605
Bronx,2024400,36005024400.0,2.0,2.0,,,,,,,,,,,3.0,,1.0,,5.0,878,878,880,880
Queens,4085500,36081085500.0,,,25.0,,-1.0,,,26.0,,,-18.0,,,1.0,34.0,7.0,40.0,2650,2650,2682,2682
Queens,4086300,36081086300.0,,13.0,,-4.0,0.0,,0.0,,22.0,,23.0,,,43.0,131.0,5.0,6.0,2726,2726,2767,2767
Queens,4086500,36081086500.0,,,0.0,27.0,-1.0,20.0,0.0,,89.0,,90.0,0.0,215.0,0.0,0.0,0.0,26.0,2255,2255,2480,2480
Queens,4116300,36081116300.0,2.0,2.0,24.0,1.0,-7.0,1.0,-23.0,-6.0,13.0,1.0,108.0,103.0,1.0,25.0,226.0,34.0,87.0,2919,2919,3136,3136
Queens,4104700,36081104700.0,3.0,4.0,4.0,3.0,-2.0,12.0,1.0,4.0,5.0,4.0,4.0,2.0,2.0,-1.0,8.0,3.0,6.0,2909,2909,2949,2949
Queens,4115900,36081115900.0,0.0,0.0,-4.0,1.0,0.0,,-15.0,0.0,-2.0,54.0,1.0,0.0,1.0,-1.0,2.0,1.0,0.0,1466,1466,1501,1501
Bronx,2036300,36005036300.0,,,,,-1.0,,,53.0,-9.0,0.0,-2.0,4.0,251.0,-1.0,215.0,6.0,-4.0,2613,2613,2658,2658
Bronx,2022703,36005022703.0,,,,,3.0,0.0,,0.0,,,,,,,,-5.0,3.0,567,567,570,570
Bronx,2022702,36005022702.0,,,,,,,,,,,,,,,,,-2.0,634,634,634,634
Staten Island,5017009,36085017009.0,0.0,2.0,1.0,14.0,14.0,14.0,9.0,2.0,12.0,14.0,12.0,6.0,5.0,10.0,22.0,0.0,2.0,1675,1675,1773,1773
Queens,4035700,36081035700.0,7.0,7.0,2.0,8.0,-3.0,9.0,-2.0,2.0,-1.0,1.0,-1.0,2.0,5.0,1.0,9.0,3.0,38.0,1584,1584,1608,1608
Manhattan,1015001,36061015001.0,0.0,0.0,,,-10.0,,,,7.0,,11.0,-8.0,12.0,0.0,0.0,16.0,-1.0,1256,1256,1256,1256
Bronx,2009800,36005009800.0,-1.0,-1.0,6.0,0.0,1.0,1.0,,2.0,,1.0,0.0,1.0,3.0,1.0,0.0,128.0,3.0,1806,1806,1817,1817
Queens,4009600,36081009600.0,1.0,1.0,0.0,1.0,-1.0,1.0,0.0,,,1.0,1.0,1.0,,1.0,,,8.0,931,931,936,936
Queens,4004500,36081004500.0,1.0,1.0,,,4.0,,,,,,,35.0,,1.0,,,,1564,1564,1604,1604
Queens,4005300,36081005300.0,23.0,23.0,63.0,0.0,15.0,-1.0,-1.0,3.0,8.0,63.0,-5.0,,6.0,6.0,27.0,16.0,10.0,2610,2651,2778,2819
Brooklyn,3048000,36047048000.0,12.0,12.0,-3.0,-1.0,0.0,1.0,,-2.0,-1.0,12.0,,,,,18.0,-1.0,0.0,1126,1126,1144,1144
Brooklyn,3048200,36047048200.0,-6.0,-6.0,-3.0,,,-2.0,6.0,-5.0,,56.0,63.0,43.0,0.0,6.0,49.0,19.0,0.0,2111,2111,2263,2263
Brooklyn,3048400,36047048400.0,0.0,0.0,7.0,3.0,,1.0,-2.0,6.0,60.0,-1.0,,0.0,1.0,29.0,34.0,41.0,8.0,1682,1682,1756,1756
Brooklyn,3117400,36047117400.0,,0.0,1.0,-1.0,,0.0,,,6.0,,,1.0,6.0,-2.0,29.0,4.0,9.0,1273,1273,1280,1280
Brooklyn,3117601,36047117601.0,,,,,,,,,,,0.0,0.0,-2.0,,,7.0,3.0,896,896,896,896
Bronx,2021001,36005021001.0,,,,0.0,,,,,,,,,,,,,,4069,4069,4069,4069
Bronx,2023800,36005023800.0,,,3.0,4.0,0.0,5.0,1.0,,,,11.0,,,0.0,0.0,-2.0,6.0,911,911,935,935
Bronx,2022200,36005022200.0,,,3.0,,-1.0,6.0,0.0,,,24.0,-5.0,20.0,48.0,23.0,28.0,26.0,59.0,1244,1244,1291,1291
Brooklyn,3003600,36047003600.0,,,,,,,,,,-1.0,1.0,,1.0,,,,0.0,1962,1962,1962,1962
Brooklyn,3006800,36047006800.0,4.0,4.0,2.0,3.0,,,25.0,,10.0,,,1.0,,,10.0,1.0,,1999,1999,2044,2044
Queens,4144700,36081144700.0,8.0,11.0,10.0,0.0,5.0,4.0,-1.0,-6.0,-2.0,8.0,6.0,7.0,1.0,5.0,14.0,3.0,53.0,1009,1009,1048,1048
Queens,4005700,36081005700.0,1.0,1.0,,,1.0,-4.0,,33.0,2.0,,64.0,,2.0,,1.0,2.0,2.0,1863,1886,1960,1983
Queens,4005900,36081005900.0,8.0,13.0,2.0,-1.0,2.0,-2.0,8.0,,-5.0,3.0,14.0,0.0,9.0,0.0,4.0,-3.0,11.0,1986,2042,2015,2071
Queens,4054800,36081054800.0,,,0.0,,,,,,,0.0,,,0.0,-1.0,0.0,0.0,,636,636,636,636
Queens,4047300,36081047300.0,6.0,4.0,9.0,87.0,3.0,48.0,10.0,10.0,44.0,-2.0,0.0,141.0,149.0,-3.0,214.0,6.0,4.0,1638,1638,1994,1994
Bronx,2030000,36005030000.0,,,3.0,4.0,2.0,0.0,2.0,1.0,1.0,-3.0,14.0,,0.0,-1.0,41.0,,4.0,2759,2759,2783,2783
Queens,4015500,36081015500.0,18.0,18.0,8.0,6.0,4.0,15.0,0.0,-5.0,12.0,,7.0,1.0,15.0,-4.0,29.0,16.0,10.0,1030,1076,1096,1142
Queens,4015700,36081015700.0,,,1.0,,,,,,,87.0,,,,,168.0,0.0,31.0,699,707,787,795
Queens,4015900,36081015900.0,,6.0,1.0,,-1.0,,1.0,8.0,,,,1.0,1.0,,-1.0,4.0,2.0,2065,2079,2075,2089
Brooklyn,3119800,36047119800.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-2.0,-2.0,1.0,-10.0,-6.0,5.0,618.0,78.0,229.0,10.0,13.0,1124,1124,1108,1108
Manhattan,1010601,36061010601.0,-1.0,5.0,,,1.0,,-19.0,,1.0,0.0,0.0,2.0,,,122.0,-97.0,1.0,5345,5345,5329,5329
Brooklyn,3026100,36047026100.0,16.0,14.0,-3.0,28.0,111.0,16.0,8.0,159.0,57.0,56.0,89.0,19.0,10.0,36.0,86.0,81.0,22.0,2255,2255,2811,2811
Bronx,2030200,36005030200.0,,-1.0,1.0,3.0,0.0,,,4.0,,,1.0,,,-1.0,,0.0,1.0,4258,4258,4267,4267
Brooklyn,3013500,36047013500.0,0.0,0.0,2.0,-2.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-3.0,,1.0,1614,1614,1613,1613
Brooklyn,3036700,36047036700.0,,,0.0,,,,,,,,21.0,8.0,21.0,10.0,20.0,,-5.0,524,524,553,553
Brooklyn,3051100,36047051100.0,27.0,21.0,-6.0,75.0,102.0,15.0,67.0,10.0,,5.0,13.0,29.0,0.0,30.0,78.0,8.0,41.0,1709,1709,2046,2046
Manhattan,1012100,36061012100.0,12.0,12.0,-1.0,-1.0,7.0,1.0,1.0,1.0,7.0,2.0,,2.0,370.0,,-3.0,-7.0,-28.0,5934,5934,5965,5965
Brooklyn,3016900,36047016900.0,0.0,0.0,0.0,2.0,-4.0,-1.0,-1.0,0.0,-1.0,-1.0,-3.0,,6.0,-3.0,-2.0,0.0,-3.0,2151,2151,2142,2142
Brooklyn,3017100,36047017100.0,,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,,-2.0,9.0,-1.0,-3.0,2.0,16.0,1702,1702,1697,1697
Queens,4059200,36081059200.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,427,427,427,427
Queens,4062200,36081062200.0,-1.0,-1.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,657,657,656,656
Manhattan,1022600,36061022600.0,3.0,-14.0,17.0,7.0,1.0,5.0,0.0,126.0,-7.0,2.0,35.0,93.0,84.0,8.0,7.0,-10.0,-6.0,2196,2196,2478,2478
Brooklyn,3102200,36047102200.0,1.0,1.0,0.0,0.0,,,,-1.0,0.0,4.0,,,0.0,,-1.0,1.0,4.0,777,777,781,781
Manhattan,1005501,36061005501.0,,,,,-7.0,,,0.0,-3.0,,,,,0.0,,0.0,2.0,2370,2370,2360,2360
Manhattan,1020800,36061020800.0,11.0,12.0,1.0,21.0,10.0,-2.0,41.0,7.0,-4.0,11.0,46.0,15.0,22.0,1.0,36.0,24.0,-14.0,2409,2409,2566,2566
Bronx,2007700,36005007700.0,2.0,2.0,,16.0,,,6.0,,,,,,,14.0,0.0,,0.0,600,600,624,624
Bronx,2007500,36005007500.0,,,480.0,161.0,,,,1.0,1.0,,-1.0,175.0,0.0,13.0,6.0,0.0,5.0,1670,1670,2487,2487
Bronx,2007300,36005007300.0,58.0,58.0,36.0,,3.0,24.0,,,,,12.0,25.0,23.0,10.0,102.0,44.0,,1340,1340,1498,1498
Bronx,2007900,36005007900.0,,0.0,6.0,15.0,,,57.0,,0.0,0.0,3.0,,35.0,1.0,52.0,15.0,0.0,2366,2366,2447,2447
Brooklyn,3035601,36047035601.0,,,,,,,,0.0,,,,,,,,,0.0,1545,1545,1545,1545
Brooklyn,3061600,36047061600.0,-2.0,-2.0,-5.0,4.0,-1.0,-1.0,1.0,0.0,-2.0,-2.0,-2.0,0.0,4.0,0.0,6.0,3.0,1.0,628,628,618,618
Brooklyn,3053700,36047053700.0,11.0,11.0,,0.0,10.0,,2.0,99.0,-1.0,,1.0,10.0,7.0,4.0,20.0,8.0,36.0,728,728,860,860
Bronx,2026500,36005026500.0,59.0,59.0,,,1.0,-1.0,-3.0,,15.0,-11.0,,-2.0,49.0,-4.0,16.0,110.0,-1.0,2114,2114,2172,2172
Brooklyn,3042200,36047042200.0,1.0,1.0,-3.0,-2.0,-1.0,1.0,,1.0,0.0,-2.0,24.0,-2.0,45.0,0.0,2.0,1.0,-2.0,1336,1336,1353,1353
Brooklyn,3043800,36047043800.0,33.0,33.0,,1.0,,-1.0,-1.0,0.0,-1.0,,0.0,47.0,2.0,0.0,1.0,1.0,1.0,1070,1070,1148,1148
Brooklyn,3150200,36047150200.0,,,3.0,0.0,,-2.0,,-2.0,2.0,1.0,8.0,27.0,-1.0,1.0,32.0,-1.0,5.0,1108,1108,1145,1145
Bronx,2038200,36005038200.0,4.0,4.0,0.0,,7.0,,1.0,4.0,,,5.0,1.0,2.0,3.0,13.0,3.0,4.0,963,963,985,985
